source,year,simpname,nationality,edu,prof,org,loc,lon,lat
imm,1913,"tnnui, g c",,,engineer,ill n hm mid huungl ltd,wliqrc i julmnncalmrl,,
imm,1913,"tnnui, g c",,,engineer,muiv iaemuno min ltd,wliqrc i julmnncalmrl,,
imm,1913,"lellie, i b",,,engineer,nigel gold mining ltd,ji hanncnhunz transvaal,,
imm,1913,"lellie, i b",,,engineer,rn bmmalon deco gold miningnu ltd,ji hanncnhunz transvaal,,
imm,1913,"lellie, i b",,,engineer,uupnaitoellrdnlod goldfields of smith africa ltd,ji hanncnhunz transvaal,,
imm,1913,"levy, e r",,,engineer,kingsctoornon ation synd ltd,rossland british columbia,-117.8000037,49.0781415
imm,1913,"levy, e r",,,engineer,le roi no ltd,rossland british columbia,-117.8000037,49.0781415
imm,1913,"levy, e r",,,engineer,van roi mining ltd,rossland british columbia,-117.8000037,49.0781415
imm,1913,"lewis, j l",,,engineer,leylhaonnc hur tinlme ltd,qmm mdboumei ammh,,
imm,1913,"lewis, j l",,,engineer,tmlnw gllunumnahim bkcnclydach ollicry c ltd,qmm mdboumei ammh,,
imm,1913,"list, k s",,,engineer,associated northern blocksw a ltd,stmaidllomcoailroenswtaotreksc o cumberland,,
imm,1913,"list, k s",,,engineer,gold mines of western australia ltd,stmaidllomcoailroenswtaotreksc o cumberland,,
imm,1913,"list, k s",,,engineer,millom and askam hematite iron ltd,stmaidllomcoailroenswtaotreksc o cumberland,,
imm,1913,"llewelyn, g p",,,engineer,llewedullflyrynn rhondda col iery ltd,talbot south wales,-3.784097,51.5946799
imm,1913,"llewelyn, g p",,,engineer,sandwell park colliery ltd,talbot south wales,-3.784097,51.5946799
imm,1913,"llewelyn, l w",,,engineer,cynon colliery ltd,port talbot glamorganshire,-3.8036334,51.6020138
imm,1913,"llewelyn, l w",,,engineer,lloydl oocwieetns merthgylarmcmol finensriheirse ltd,port talbot glamorganshire,-3.8036334,51.6020138
imm,1913,"llewelyn, l w",,,engineer,torymynydd rhondda colliery ltd,port talbot glamorganshire,-3.8036334,51.6020138
imm,1913,"bagot, c c",,,engineer,colombia smelting and concessions ltd,colombia smelting and concessions,,
imm,1913,"bagot, c c",,,engineer,pekin synd ltd,patia synd,,
imm,1913,"alexander, f m",,,engineer,longdfaelcno n mines ltd,gwelo district rhodesia,29.8120795,-19.468531
imm,1913,"osborne, t n",,,engineer,dunderland iron ore ltd,newcastle on tyne,-1.61778,54.978252
imm,1913,"osborne, t n",,,engineer,lowew earrlale lead ltd,newcastle on tyne,-1.61778,54.978252
imm,1913,"broad, s p",,,engineer,anchor tin mine ltd,and boobs comm,,
imm,1913,"chain, i i",,,engineer,juganigeriatin and power ltd,jugs nigeriatin and power,,
imm,1913,"chain, i i",,,engineer,kuskieni eriatin fields ltd,igsriatin fields,-75.313294,40.7328332
imm,1913,"chain, i i",,,engineer,nigerian tin ltd ltd,igeria lin,,
imm,1913,"chain, i i",,,engineer,south bukerunigeriatin ltd,south bukorunigeriatin,,
imm,1913,"lynchg, o m",,,engineer,consolidated mines selection ltd,johannesburg s a,28.0473051,-26.2041028
imm,1913,"moaulpainwen, c e",,,engineer,macagrlotbheuarnd j pbmnix gold mining ltd,que que rhodesia,29.8236554,-18.9201331
imm,1913,"broad, s p",,,engineer,meiioan llklinvevs macartney ltd,plow b c,-123.4953501,48.419724
imm,1913,"broad, s p",,,engineer,talisman consolidated ltd,plow b c,-123.4953501,48.419724
imm,1913,"ross, h a",,,engineer,cornwall tailings ltd,heal agar stem,,
imm,1913,"moaulay, d f",,,engineer,gold mines of western australia ltd,orlic western australia,121.6283098,-27.6728168
imm,1913,"edward, t m",,,engineer,gold creek placer mines montana ltd,austin friars london,-0.0858946,51.5152895
imm,1913,"edward, t m",,,engineer,london and burmese wolfram ltd,austin friars london,-0.0858946,51.5152895
imm,1913,"edward, t m",,,engineer,sybu synd ltd,austin friars london,-0.0858946,51.5152895
imm,1913,"new, l b",,,engineer,palmarejo and mexican gold fields ltd,lisbon berlyn id,-9.1393366,38.7222524
imm,1913,"new, l b",,,engineer,piggs peak development ltd,lisbon berlyn id,-9.1393366,38.7222524
imm,1913,"passky, m h",,,engineer,new zealand crown mines ltd,auckland new zealand,174.7633315,-36.8484597
imm,1913,"mckqrn, w l",,,engineer,onorlnml fin turn nu ublm ltd,n btu arno,,
imm,1913,"anfamh, h u",,,engineer,akim diamond fields ltd,mmmq nyml lul,,
imm,1913,"loudon, w b",,,engineer,ibvmnmllvflfluiudualnfldldstiwlveir mining lu gold nina ltd,tu imo lld,,
imm,1913,"flowram, a h",,,engineer,kledang tin mining ltd,hy dorp lm,-74.1161989,40.5737567
imm,1913,"flowram, a h",,,engineer,noam inna ltd,hy dorp lm,-74.1161989,40.5737567
imm,1913,"iliumj, c l",,,engineer,ilka i hmby cumierhml oathm ltd,lu i new,-78.4506413,40.1668193
imm,1913,"monflell, l w",,,engineer,french shale oil and coal ltd,raphael var france,6.76837,43.42519
imm,1913,"marks, a t",,,engineer,tin trust ltd,moorgate street london,-0.0887609,51.5170923
imm,1913,"marks, r w",,,engineer,wallarah coal ltd,new south wales,146.921099,-31.2532183
imm,1913,"marriner, j l",,,engineer,pahang consolidated ltd,lambing kuantan pahang,103.2592274,3.7905048
imm,1913,"morriott, h h",,,engineer,mining and investment coi pil ltd,o central mining and investment,,
imm,1913,"ulrtin, g b",,,engineer,nellcllatel aaphalts ltd,b scafachieti italy,13.9959055,42.2671997
imm,1913,"martin, s b",,,engineer,central mining and investment ltd ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1913,"martin, s b",,,engineer,crown mines ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1913,"martin, w h",,,engineer,raub australian gold mining ltd,perranwell station cornwall,-5.1186836,50.2130586
imm,1913,"martyn, j m",,,engineer,new modderfontein gold mining ltd,a n,-95.9887215,36.1522693
imm,1913,"ames, c v",,,engineer,darien gold mining ltd,cana via panama,12.4980603,41.9247828
imm,1913,"maxwell, j w",,,engineer,central chili copper ltd,panulcillo coquimbo chili,-71.2192378,-30.4469581
imm,1913,"mayhem, r h",,,engineer,cambrian anthracite ltd,llm lrlehis carmarthenshire,-4.3115959,51.8572309
imm,1913,"askamqn, f l",,,engineer,alaska united gold mining ltd,furness lancashire,-2.7852274,54.0095278
imm,1913,"melly, e f",,,engineer,largo colliery ltd,the close nuneaton,-1.465382,52.520489
imm,1913,"mercer, w a",,,engineer,angola exploration synd ltd,broad street london,-0.0837472,51.5170312
imm,1913,"mercer, w a",,,engineer,toora proprietary tin fields ltd,broad street london,-0.0844759,51.5180672
imm,1913,"meredith, d g",,,engineer,welsh anthracite collieries ltd,pont yates carmarthenshire,-4.220686,51.754874
imm,1913,"merivale, j b",,,engineer,broornhill collieries ltd,broomhill collieriea northlnnberland,-1.6135085,55.3057896
imm,1913,"great, w s",,,engineer,a oroma goldfields ltd,street e c,-75.4938949,40.5352762
imm,1913,"new, c u",,,engineer,san miguel copper mines ltd,gold mine lul,,
imm,1913,"elmer, f w",,,engineer,katanga junction railway and mineral ltd,north western rhodesia,,
imm,1913,"men, k f",,,engineer,rand mines ltd,k f charles,,
imm,1913,"ulius, p c",,,engineer,porcupine crown mines ltd,porcupine canada,-81.1909904,48.4950429
imm,1913,"hetoalfe, s c",,,engineer,british south africa ltd,street s w,-77.0180807,38.8776593
imm,1913,"kiohell, b b",,,engineer,porco tin mines ltd,brothers bedruth cornwall,-5.2189919,50.2454639
imm,1913,"charters, t q",,,engineer,day dawn united gold mines ltd,towers queensland,153.0246774,-27.4651425
imm,1913,"charters, t q",,,engineer,sheba gold mining ltd,towers queensland,153.0246774,-27.4651425
imm,1913,"charters, t q",,,engineer,st ives consolidated mines ltd,towers queensland,153.0246774,-27.4651425
imm,1913,"john, d w",,,engineer,mi l l esrw azieland ltd,d waratah tasmania,145.5307763,-41.4454769
imm,1913,"john, d w",,,engineer,mount bischoff tin mining ltd,d waratah tasmania,145.5307763,-41.4454769
imm,1913,"james, k l",,,engineer,kepplehill coal ltd,colliery shotta lanarkshire,-3.7946035,55.8337598
imm,1913,"band, k b",,,engineer,killing nnd klip ltd,benoni transvaal,28.3695699,-26.1510854
imm,1913,"peter, a c",,,engineer,arniston coal ltd,lee near edinburgh,-3.2042604,55.9403371
imm,1913,"roi, m l",,,engineer,qlel int so ndmluld minn ltd,lrnj lmlocean lul,,
imm,1913,"roi, m l",,,engineer,u haw mlwulol nida ultlil ltd,lrnj lmlocean lul,,
imm,1913,"ixplnnng, i l",,,engineer,ilflonni sajonhn iv linollnr lino ltd,ilud lineal o,-74.0674416,4.629207
imm,1913,"innan, w b",,,engineer,coast colony ahosso gold minin ltd,wgll bulldlngl,-73.9884707,40.7437206
imm,1913,"innan, w b",,,engineer,india kolar mines power station ltd,wgll bulldlngl,-73.9884707,40.7437206
imm,1913,"innan, w b",,,engineer,mount boppy gold mining ltd,wgll bulldlngl,-73.9884707,40.7437206
imm,1913,"innan, w b",,,engineer,newbnuorrtyh mount bonny ltd,wgll bulldlngl,-73.9884707,40.7437206
imm,1913,"innan, w b",,,engineer,siam niohorellnso ng dredging cc ltd,wgll bulldlngl,-73.9884707,40.7437206
imm,1913,"innan, w b",,,engineer,sonthaua hampshire los tin areanigeria ltd,wgll bulldlngl,-73.9884707,40.7437206
imm,1913,"nitch, h g",,,engineer,mashonaland consolidated ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1913,"normand, j n",,,engineer,matabele queen s ltd,n selukwe rhodesia,29.9769441,-19.6771093
imm,1913,"north, f w",,,engineer,pekin synd ltd,hampstead n w,-0.1761749,51.5556461
imm,1913,"turner, a p",,,engineer,renong tin dredging ltd,federated malay states,,
imm,1913,"turner, a p",,,engineer,tin trust ltd,federated malay states,,
imm,1913,"oates, w j",,,engineer,falmouth consolidated mines ltd,jane truro cornwall,-5.0513287,50.262143
imm,1913,"ford, e v",,,engineer,de lamar ltd,u s a,-95.712891,37.09024
imm,1913,"osborne, f d",,,engineer,alluvial tin fields of africa ltd,perak straits settlements,101.090109,4.5921126
imm,1913,"osborne, t g",,,engineer,koffyfontein estates ltd,orange river colony,,
imm,1913,"lmlhnued, a i",,,engineer,l qm ovornunn i im ltd,as in wi,-88.7878678,43.7844397
imm,1913,"pllmof, a d",,,engineer,bl lrurn m lnicln minn ltd,at do mina,,
imm,1913,"ling, l p",,,engineer,albion tin synd ltd,s a morni,,
imm,1913,"putmm, h n",,,engineer,victormm ltivor lolnny pmong rnda ltd,nmvll zuhh ilol,-117.6405825,33.6406094
imm,1913,"unitcd, i d",,,engineer,ootd lining ltd,illa daitioid,,
imm,1913,"unitcd, i d",,,engineer,wolfram mining and smelting ltd,illa daitioid,,
imm,1913,"patonjumbo, g i",,,engineer,tran r lfidil lmin mum ltd,gold it ll,,
imm,1913,"pnttornon, i m",,,engineer,norwny pnu dundorlnnd lnu on ltd,lulolldfil golden kn,,
imm,1913,"pnttornon, i m",,,engineer,pgu lmprio lltnu ltd,lulolldfil golden kn,,
imm,1913,"benncnorthern, a t",,,engineer,bliupsnlthalhmlin mina ltd,lnuincgolapin linen ad,-96.6828333,40.8054259
imm,1913,"benncnorthern, a t",,,engineer,mu putin bhlru rm iinn ltd,lnuincgolapin linen ad,-96.6828333,40.8054259
imm,1913,"benncnorthern, a t",,,engineer,pnynoi tin linen ltd,lnuincgolapin linen ad,-96.6828333,40.8054259
imm,1913,"wlantohl, l c",,,engineer,albion tin synd ltd,conn londtm wall,-73.087749,41.6032207
imm,1913,"wlantohl, l c",,,engineer,and ge xplorltinn and fianna ltd,conn londtm wall,-73.087749,41.6032207
imm,1913,"wlantohl, l c",,,engineer,and mag i urn gold ltd,conn londtm wall,-73.087749,41.6032207
imm,1913,"wlantohl, l c",,,engineer,new centenillo silver lead mines ltd,conn londtm wall,-73.087749,41.6032207
imm,1913,"twiilxkialemsnm, m m",,,engineer,pom i ltd,b m,-74.2689486,40.6026437
imm,1913,"pearson, t w",,,engineer,welgednchl ex lorntion ltd,colliery springs transvaal,28.4630376,-26.2607243
imm,1913,"pondneorr, t n",,,engineer,pennceoyn trol bbodasia ltd,liming prim natal,,
imm,1913,"pondneorr, t n",,,engineer,penng slemncniteh natalcollieries ltd,liming prim natal,,
imm,1913,"ponroae, j m",,,engineer,quest gold mining and developing ltd,ollce germinllon transvaal,28.1707794,-26.2258734
imm,1913,"consolidated, g f",,,engineer,jewry l l c otllhok ltd,south africa lbd,,
imm,1913,"philigott, m j",,,engineer,phillipoavrejni breg ldinin ltd,breg sen in,,
imm,1913,"phillips, p o",,,engineer,phill um colliorleu ltd,leu swndlincote darbyslilro,-1.554997,52.771318
imm,1913,"plokepreinnrikyber, n c",,,engineer,s mines development ltd,bulawayo rhodesia,28.626479,-20.1325066
imm,1913,"pill, h o",,,engineer,mining and investment coi pil ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1913,"anllelope, g m",,,engineer,bell reef development ltd,gold minerhodesia lul,,
imm,1913,"anllelope, g m",,,engineer,el dorado banket gold mining ltd,gold minerhodesia lul,,
imm,1913,"anllelope, g m",,,engineer,gold fields of south africa ltd,gold minerhodesia lul,,
imm,1913,"globe, a p",,,engineer,gold fields of south africa ltd,phwnix gold ltd,-118.0983228,34.1468742
imm,1913,"globe, a p",,,engineer,selukwe gold mining ltd,phwnix gold ltd,-118.0983228,34.1468742
imm,1913,"pitohtfohriudt, l g",,,engineer,crown mines ltd,fordsburg transvaal,28.0230001,-26.2070612
imm,1913,"plown, a g",,,engineer,pool patna gold mining ltd,g pnrooy porn,,
imm,1913,"travers, s s",,,engineer,mount chalmers great fitiroy mines ltd,nanclmzel asplinlw,,
imm,1913,"pott, c t",,,engineer,badger mines ltd,city u a,-83.0624078,39.9945084
imm,1913,"daggnfonwin, p b",,,engineer,poveyh henud erson slrnnlml hams ltd,prospecting byml lul,,
imm,1913,"orr, v g",,,engineer,halkyn mining ltd,mine halkyn flintshire,-3.1845501,53.2322408
imm,1913,"orr, v g",,,engineer,new north halkyn mines ltd,mine halkyn flintshire,-3.1845501,53.2322408
imm,1913,"julre, i n",,,engineer,btnndlt done lzdetod tm mince ltd,i niarnyn ll,,
imm,1913,"julre, i n",,,engineer,nheetll fate betd t tf ltd,i niarnyn ll,,
imm,1913,"julre, i n",,,engineer,reid lieml r detn mince ltd,i niarnyn ll,,
imm,1913,"remand, a a",,,engineer,flelmenune tin miami ltd,flelmenune tin miami,-80.1917902,25.7616798
imm,1913,"remand, a a",,,engineer,law land juhnnncnlmrg gold mining ltd,law land juhnnncnlmrg gold mining,,
imm,1913,"remand, a a",,,engineer,new zealand crown mines ltd,new zcellmd new zcelend mincelruntmm,,
imm,1913,"remand, a a",,,engineer,ucktmtu sulphur k uppvr andmu ltd,ucktmtu sulphur k uppvr andmu,-1.5530889,53.8053716
imm,1913,"blcherde, l m",,,engineer,belaahnt gold mining to ltd,mum southern india,77.6811885,12.9216758
imm,1913,"blcherde, l m",,,engineer,enanee sunwro home artwne copper ltd,mum southern india,77.6811885,12.9216758
imm,1913,"blcherde, l m",,,engineer,lay rlckette tlcmnuw stu l ltd,mum southern india,77.6811885,12.9216758
imm,1913,"mddinn, o m",,,engineer,george an h kwvetllhen c ltd,m pt m,-95.930441,36.745438
imm,1913,"mddinn, o m",,,engineer,silver i as honde uolombie ltd,m pt m,-95.930441,36.745438
imm,1913,"mddinn, o m",,,engineer,uni o now south wales ltd,m pt m,-95.930441,36.745438
imm,1913,"roberts, c t",,,engineer,champion reef gold mining ltd,state south india,76.2710833,10.8505159
imm,1913,"roberts, g m",,,engineer,associated northern blocksw a ltd,kalgoorlie western australia,121.466,-30.749
imm,1913,"roberts, j f",,,engineer,south wales primrose coal ltd,fisher street swansea,-3.943646,51.62144
imm,1913,"roberts, j f",,,engineer,welsh anthracite collieries ltd,fisher street swansea,-3.943646,51.62144
imm,1913,"roberts, c j",,,engineer,great laxey ltd,isle of man,-4.548056,54.236107
imm,1913,"roberts, m o",,,engineer,robeartrasmonsy o francke mines ltd,quechisla bolivia,-66.1125264,-20.8744899
imm,1913,"andrew, r b",,,engineer,wolhuter gold mines ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1913,"robertson, d a",,,engineer,metropolitan coal ltd,n s w,146.921099,-31.2532183
imm,1913,"robertson, u j",,,engineer,great cobar north ltd,n s w,146.921099,-31.2532183
imm,1913,"robertson, h p",,,engineer,robenrtigseornia and gold coast exploration ltd,homes p,-98.4415998,34.6182018
imm,1913,"robinson, c a",,,engineer,gold mining and water race ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1913,"robinson, c a",,,engineer,north ural mining ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1913,"robinson, r g",,,engineer,scottish australian mining ltd,new south wales,146.921099,-31.2532183
imm,1913,"robinson, a w",,,engineer,victorian cornish gold mines ltd,winnipeg manitoba,-97.1383744,49.895136
imm,1913,"roda, f g",,,engineer,durban roodepoort deep ltd,gergal almeria spain,-2.5414607,37.1181546
imm,1913,"bodds, n t",,,engineer,block torrington ltd,new south wales,146.921099,-31.2532183
imm,1913,"coniagas, m r",,,engineer,great dowgas tin mines ltd,mines rogers stephen,,
imm,1913,"charles, l l",,,engineer,lena goldfields ltd,leadenhall buildings e,-0.0821311,51.5140108
imm,1913,"natomas, c o",,,engineer,santa gertrudis ltd,pachuca hidalgo mexico,-98.7591311,20.1010608
imm,1913,"ross, h b",,,engineer,united main reef gold mining ltd,roodepoort transvaal,27.9014654,-26.1201355
imm,1913,"durban, r d",,,engineer,cowrlenbeat fife n b icoal ltd,roodepoort deep,27.862567,-26.1658376
imm,1913,"rowe, j p",,,engineer,tin trust ltd,st just cornwall,-5.679195,50.124487
imm,1913,"bowlands, d a",,,engineer,albion steam coal ltd,pontypridd south wales,-3.342314,51.600774
imm,1913,"bowlands, w e",,,engineer,lish san andres gold mines ltd,h a,-122.3498302,47.6589572
imm,1913,"ruck, c s",,,engineer,english crown spelter ltd,smelter works swansea,-89.9789427,38.5548373
imm,1913,"bushton, a b",,,engineer,a oram coal ltd,bickershaw near wigao,-2.575321,53.51486
imm,1913,"ross, l l",,,engineer,russeiilill ingsley collieg ltd,billingsley near bridgnorth,-2.422812,52.454348
imm,1913,"arthur, j s",,,engineer,chosen gold mines ltd,pountney hill l,-0.0888444,51.5109073
imm,1913,"russell, j f",,,engineer,ruthetorfliomrad mining ltd,mines honda colombia,-74.737081,5.205118
imm,1913,"robert, r m",,,engineer,rhymney iron ltd,new south wales,146.921099,-31.2532183
imm,1913,"buthertord, w p",,,engineer,tharsis sulphur and copper ltd,george street glasgow,-4.2443283,55.8608683
imm,1913,"sails, b l",,,engineer,transvaal gold mining estates ltd,b l,-95.8531118,36.177397
imm,1913,"ismgson, j b",,,engineer,broken hill proprietary ltd,new south wales,146.921099,-31.2532183
imm,1913,"awn, n n",,,engineer,aan lump or mmi mann ltd,nun null inul,,
imm,1913,"awn, n n",,,engineer,ll ii rmrnr irnnuni any ltd,nun null inul,,
imm,1913,"awn, n n",,,engineer,lrug my ul sim nu ltd,nun null inul,,
imm,1913,"scotland, a f",,,engineer,nuuih afrirnntrrnir rin ltd,n inuitwm afria,34.508523,-8.783195
imm,1913,"simpson, g p",,,engineer,kent central coal estates ltd,gilbert p,-72.3354835,41.5726622
imm,1913,"simpson, w e",,,engineer,associated northern blocksw a ltd,h a,-122.3498302,47.6589572
imm,1913,"bkewes, l a",,,engineer,loddon deon leadscsralulup ltd,victor is australia,138.616667,-35.55
imm,1913,"skowis, w b",,,engineer,cardigan mininlz ltd,bawddn leadhills dansrkshire,-3.760046,55.418459
imm,1913,"skinner, h r",,,engineer,durlian roodepoort gold mining ltd,east band imnsml,,
imm,1913,"skinner, h r",,,engineer,east rand proprietary mines ltd,east band imnsml,,
imm,1913,"bloeman, h r",,,engineer,mons cupriwhim well ltd,balla west australia,117.7868166,-20.6924552
imm,1913,"bloeman, h r",,,engineer,roabourne finance and investment ltd,balla west australia,117.7868166,-20.6924552
imm,1913,"bloeman, h r",,,engineer,san miguel copper mines ltd,balla west australia,117.7868166,-20.6924552
imm,1913,"smith, a a",,,engineer,badger mines ltd,cobalt ontario canada,-79.6860815,47.3953302
imm,1913,"smith, f v",,,engineer,broken hill proprietary ltd,new south wales,146.921099,-31.2532183
imm,1913,"smith, j d",,,engineer,new queen cross gold mine ltd,audley sydney australia,151.05626,-34.075262
imm,1913,"smith, p b",,,engineer,east rand proprietary mines ltd,knlsr goldfields mysore,76.6393805,12.2958104
imm,1913,"smith, p b",,,engineer,kadur bhimoga goldneldb synd ltd,knlsr goldfields mysore,76.6393805,12.2958104
imm,1913,"smith, r w",,,engineer,de beers consolidated mines ltd,a e colony,-82.0273032,39.9875413
imm,1913,"smith, l v",,,engineer,varteg deep black vein collieries ltd,tog pontypool monmouthshirs,-3.0105662,51.6910525
imm,1913,"gol, m b",,,engineer,sondage synd ltd,mines bmlthors u,,
imm,1913,"bmithurst, i h",,,engineer,west mexican mines ltd,i hednesford staffordshire,-2.0003829,52.7115579
imm,1913,"bnaddon, g d",,,engineer,durban navigation collieries ltd,dannhauser newcastle natal,30.0578572,-28.0099582
imm,1913,"snelus, j e",,,engineer,ka luns syntl ltd,hampstead n w,-0.1761749,51.5556461
imm,1913,"solomon, a a",,,engineer,night adder gold millimsynd ltd,allrod a,,
imm,1913,"bommervillo, j k",,,engineer,gapshields colliery ltd,colliery shotts lsnsrkshira,-3.8063955,55.8238816
imm,1913,"sorenson, s m",,,engineer,south wales primrose coal ltd,nusrvaw lnmor anshire,,
imm,1913,"btsnsfleld, t c",,,engineer,an lofnlo nian devn opment ltd,auckland n z,174.7633315,-36.8484597
imm,1913,"btsnsfleld, t c",,,engineer,talisman consolidated ltd,auckland n z,174.7633315,-36.8484597
imm,1913,"gymlie, q q",,,engineer,scottish gympie gold mines ltd,scottish g pie gold mines,152.685054,-26.21357
imm,1913,"gymlie, q q",,,engineer,south great eastern gold mining ltd,south grant ashrn gold mining,,
imm,1913,"steele, r i",,,engineer,h i ntoin nritish colombiamining ltd,i itlwl britishomlrls,,
imm,1913,"steele, r i",,,engineer,vi nns indium hines ijosoltimsthnl ltd,i itlwl britishomlrls,,
imm,1913,"logan, g m",,,engineer,geo g blackwell sons ltd,joseph ashiield fnlmonth,-70.6085886,41.5532208
imm,1913,"logan, g m",,,engineer,palmarejo and mexican gold fields ltd,joseph ashiield fnlmonth,-70.6085886,41.5532208
imm,1913,"sticht, r c",,,engineer,mount elk yn mine ltd,c queenstown tasmania,145.5540562,-42.0811804
imm,1913,"btioklon, a e",,,engineer,ls pu bolivia uni a ltd,hartley district rhodesia,,
imm,1913,"btioklon, a e",,,engineer,stalinsilv sr ton mines ltd,hartley district rhodesia,,
imm,1913,"btioklon, a e",,,engineer,stilwtehlils tle etna gold mines ltd,hartley district rhodesia,,
imm,1913,"rant, i l",,,engineer,l i fixplr nmn n ltd,arr rt t,,
imm,1913,"bulmninr, l m",,,engineer,ml m hnonln hog anti ltd,h l l,-122.3380467,37.5628538
imm,1913,"bulmninr, l m",,,engineer,nona l s a mu ltd,h l l,-122.3380467,37.5628538
imm,1913,"mun, l o",,,engineer,malay sum blpotch tm llama ltd,mm nu llnhty,,
imm,1913,"out, i x",,,engineer,vrn n ltd,x gntw nl,,
imm,1913,"unulurruw, m l",,,engineer,annum tram inn grimm ltd,ltll luady n,,
imm,1913,"unulurruw, m l",,,engineer,fl mum ll bxplmuna ltd,ltll luady n,,
imm,1913,"annnunpur, g f",,,engineer,amrln auqmhnn explurntmn ltd,fu ld lad,,
imm,1913,"baa, h h",,,engineer,gold i m kldevelopment ltd,gold i m kldevelopment,101.686855,3.139003
imm,1913,"baa, h h",,,engineer,lam filmsgold mining of india ltd,lam filmsgold mining of india,,
imm,1913,"baa, h h",,,engineer,lh umi unol copperon ltd,lh umi unol copperon,55.3862638,25.1279484
imm,1913,"hnndcrmn, a w",,,engineer,jnmu l uuldllnen of annntnpnr ltd,gold lining lui,,
imm,1913,"hnndcrmn, a w",,,engineer,kull lanes pmotltmn ltd,gold lining lui,,
imm,1913,"hnndcrmn, a w",,,engineer,lndmn and goncml llmlnl trust ltd,gold lining lui,,
imm,1913,"hymn, m m",,,engineer,gold lino ltd,mn mmmg u,-93.2650108,44.977753
imm,1913,"hymn, m m",,,engineer,martin and ltd,mn mmmg u,-93.2650108,44.977753
imm,1913,"hymn, m m",,,engineer,new kempinkote gold field ltd,mn mmmg u,-93.2650108,44.977753
imm,1913,"blnckliill, n b",,,engineer,anglo french exploration ltd,lirnkpan transvaal,,
imm,1913,"blnckliill, n b",,,engineer,arthur camborne cornwall doloootli mine ltd,lirnkpan transvaal,,
imm,1913,"blnckliill, n b",,,engineer,broken hill proprietary ltd,lirnkpan transvaal,,
imm,1913,"blnckliill, n b",,,engineer,i m m thomhaasu sanigeria ltd,lirnkpan transvaal,,
imm,1913,"blnckliill, n b",,,engineer,rezende mines ltd,lirnkpan transvaal,,
imm,1913,"blnckliill, n b",,,engineer,thomwahs eol vor ltd,lirnkpan transvaal,,
imm,1913,"trevor, f g",,,engineer,new british rhondda colliery ltd,neath glynoorrwg collie,-3.805476,51.656991
imm,1913,"logan, y i",,,engineer,bri n rhyg collieries ltd,yn ittdd,-95.712891,37.09024
imm,1913,"logan, y i",,,engineer,mnrchdale syncl ltd,yn ittdd,-95.712891,37.09024
imm,1913,"logan, y i",,,engineer,ropp tin ltd,yn ittdd,-95.712891,37.09024
imm,1913,"thomas, w r",,,engineer,cornwall tailings ltd,william r tuoldngmil,,
imm,1913,"tsnmeb, g s",,,engineer,m f rhodesiaproprietary synd ltd,and roi way,,
imm,1913,"tsnmeb, g s",,,engineer,thomzsaomnb esia exploring ltd,and roi way,,
imm,1913,"thomson, a k",,,engineer,cloverfleld mines ltd,yorkfi h e,,
imm,1913,"thomson, a k",,,engineer,leeuwpoortafrican farmstin mines ltd,yorkfi h e,,
imm,1913,"thomson, a k",,,engineer,main reef west ltd,yorkfi h e,,
imm,1913,"thomson, a k",,,engineer,thommsaonnve ras main collieries ltd,yorkfi h e,,
imm,1913,"thomson, a k",,,engineer,transvaal gold mining estates ltd,yorkfi h e,,
imm,1913,"mnrievnle, n n",,,engineer,gold mines of western australia ltd,gold mines and estate,-93.5111169,44.9694161
imm,1913,"south, b o",,,engineer,i ad nk collier v ltd,bend ontein dee,-121.3153096,44.0581728
imm,1913,"south, b o",,,engineer,mines iftd vlstrnis consolidated doep ltd,bend ontein dee,-121.3153096,44.0581728
imm,1913,"south, b o",,,engineer,witwatersrand gold mining ltd,bend ontein dee,-121.3153096,44.0581728
imm,1913,"thornbleedye, y b",,,engineer,greymonth new zealsml drnnnor oollerlss ltd,wlot d glamorganshim,,
imm,1913,"thornbleedye, y b",,,engineer,r tflufll in t l ltd,wlot d glamorganshim,,
imm,1913,"fhflurn, r n",,,engineer,hogg j ltd,n in u,-93.2608469,37.2297564
imm,1913,"form, l l",,,engineer,inn nu sow kmmfhum nu ltd,llit m hi,,
imm,1913,"ilr, p p",,,engineer,trony i j ihmmm ltd,trony i j ihmmm,,
imm,1913,"idlhflflh, w z",,,engineer,ummui w nt nontlnr m ltd,w zl runway,,
imm,1913,"tucker, t i",,,engineer,ifla rum me tm manon ltd,wmtlm att trnlin,,
imm,1913,"tucker, t i",,,engineer,in n and wolfrnm linen ltd,wmtlm att trnlin,,
imm,1913,"vnndnorehwolof, e e",,,engineer,new castell blende mine ltd,cu m lemmrd,,
imm,1913,"vnndnorehwolof, e e",,,engineer,vt hanlnu mwi lliianmum gum ltd,cu m lemmrd,,
imm,1913,"vitesu, p m",,,engineer,capillitas consolidated mines ltd,de cetsmsrcn argentina,,
