source,year,simpname,nationality,edu,prof,org,loc,lon,lat
imm,1910,"henry, c c",,,engineer,ingleton collieries ltd,bank chambers leeds,-1.4673015,54.0085764
imm,1910,"henry, c c",,,engineer,union consolidated copper mines ltd,bank chambers leeds,-1.4673015,54.0085764
imm,1910,"henry, c c",,,engineer,yorkshire iron and coal ltd,bank chambers leeds,-1.4673015,54.0085764
imm,1910,"espie, s a",,,engineer,etna development ltd,s a,-95.2621464,37.3402697
imm,1910,"evans, d t",,,engineer,mount carbon ltd,u s a,-95.712891,37.09024
imm,1910,"evans, h h",,,engineer,and merthyr dare steam collieries ltd,edward aberdare glamorgan,-3.451816,51.716154
imm,1910,"evans, t a",,,engineer,llwvn mawr colliery ltd,heathseld street swansea,-3.9505346,51.6220237
imm,1910,"evans, w b",,,engineer,daylesford gold mines ltd,daylesford victoria australia,144.15,-37.35
imm,1910,"evans, w b",,,engineer,victorian cornish gold mines ltd,daylesford victoria australia,144.15,-37.35
imm,1910,"evans, w j",,,engineer,explotryamtiaownr slate quarry ltd,john bryndcrwen talysarn,-4.25606,53.053408
imm,1910,"fabre, l m",,,engineer,oviedo mercury mines ltd,miorcb oviedo spain,-5.8493887,43.3619145
imm,1910,"sato, i i",,,engineer,aosta central mining ltd,aosta central mining,7.3130762,45.7349551
imm,1910,"farmer, c y",,,engineer,spassky copper mine ltd,near akmolinsk siberia,71.4703558,51.1605227
imm,1910,"farrar, e b",,,engineer,general mining and finance ltd ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"joseph, s l",,,engineer,adelaide star mines ltd,u s a,-95.712891,37.09024
imm,1910,"joseph, s l",,,engineer,glasgow and western exploration ltd,u s a,-95.712891,37.09024
imm,1910,"joseph, s l",,,engineer,queensland brilliant central gold mining ltd,u s a,-95.712891,37.09024
imm,1910,"alexander, i h",,,engineer,russian collieries ltd,harkov south russia,36.230383,49.9935
imm,1910,"ferguson, r n",,,engineer,mount lyell blocks copper mines ltd,north lyell tasmania,145.61,-42.05
imm,1910,"ffrenchwilliams, m e",,,engineer,oflin river gold estates ltd,gold coast colony,-119.2286617,34.1682522
imm,1910,"fisher, e r",,,engineer,fishesrm itjh wales primrose coala ltd,s o glam,-80.6969142,35.0842735
imm,1910,"fisher, e r",,,engineer,gellyceidrim collieries ltd,s o glam,-80.6969142,35.0842735
imm,1910,"box, d n",,,engineer,fleming w d junr carrigart ltd,durban natal,31.0218404,-29.8586804
imm,1910,"box, d n",,,engineer,flemninagta l steam coal ltd,durban natal,31.0218404,-29.8586804
imm,1910,"ford, i g",,,engineer,welsh coal and cannel ltd,mold north wales,-3.141903,53.167203
imm,1910,"foreshaw, f g",,,engineer,forstbearrr anca minesmexico ltd,barranca sonora mexico,-109.6769443,28.5808332
imm,1910,"john, h i",,,engineer,forstweera rbdraolewsnteel coal and coke ltd,iron works spennymoor,-1.7042055,54.6559978
imm,1910,"street, c c",,,engineer,llangeinor colliery ltd,llangeinor colliery,-3.5674561,51.5767993
imm,1910,"street, c c",,,engineer,russian collieries ltd,russian collieries,,
imm,1910,"street, c c",,,engineer,windsor steam coal ltd,windsor steam coal,,
imm,1910,"forwood, h s",,,engineer,ca cas an manganese synd ltd,street east liverpool,-80.6147084,40.66371
imm,1910,"fowler, s s",,,engineer,blackwater mines ltd,nelson british columbia,-117.2948343,49.4928119
imm,1910,"fowler, s s",,,engineer,princess estate and gold mining ltd,nelson british columbia,-117.2948343,49.4928119
imm,1910,"foxsir, d m",,,engineer,british central africa ltd,moorgate street london,-0.0887609,51.5170923
imm,1910,"foxsir, d m",,,engineer,british south africa ltd,moorgate street london,-0.0887609,51.5170923
imm,1910,"foxsir, d m",,,engineer,falmouth consolidated mines ltd,moorgate street london,-0.0887609,51.5170923
imm,1910,"fradgley, v k",,,engineer,voorspoed diamond mining ltd,kroonstad orange riverlony,27.2323367,-27.6372514
imm,1910,"francis, j l",,,engineer,new north halkyn mines ltd,holywell north wales,-3.225103,53.276009
imm,1910,"francis, j l",,,engineer,pantymwym mining ltd,holywell north wales,-3.225103,53.276009
imm,1910,"francis, m h",,,engineer,bryn gwiog mines ltd,holywell north wales,-3.225103,53.276009
imm,1910,"francis, m h",,,engineer,halkyn district mines drainage ltd,holywell north wales,-3.225103,53.276009
imm,1910,"francis, m h",,,engineer,halkyn mining ltd,holywell north wales,-3.225103,53.276009
imm,1910,"francis, m h",,,engineer,south halkan and rhydymwyn mining ltd,holywell north wales,-3.225103,53.276009
imm,1910,"franco, s f",,,engineer,solomon b temple tin mines ltd,waterburg district transvaal,28.299435,-23.9747849
imm,1910,"frasor, a b",,,engineer,yorkshire iron and coal ltd,near leeds yorkshire,-1.5490774,53.8007554
imm,1910,"fraser, a j",,,engineer,globe and phoenix gold mining ltd,bulawayo rhodesia,28.626479,-20.1325066
imm,1910,"fraser, a b",,,engineer,african city properties trust ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"faree, e k",,,engineer,kuils river tin mines ltd,district cape colony,-70.172495,42.061342
imm,1910,"freeland, w h",,,engineer,ducktown sulphur copper and iron ltd,u s a,-95.712891,37.09024
imm,1910,"fray, f c",,,engineer,simmer deep ltd,germiston transvaal,28.1707794,-26.2258734
imm,1910,"furner, g h",,,engineer,furness john st id ltd,zaaiplaats potgietersrust transvaal,29.7585285,-25.1667601
imm,1910,"furner, g h",,,engineer,zaaiplaats tin mining ltd,zaaiplaats potgietersrust transvaal,29.7585285,-25.1667601
imm,1910,"galloway, p w",,,engineer,dominion mica ltd ltd,park place cardiff,-3.176798,51.4863497
imm,1910,"gardiner, a c",,,engineer,british exploration of australasia ltd,perth west australia,115.8604572,-31.9505269
imm,1910,"gardiner, a c",,,engineer,rhodesia asbestos ltd,perth west australia,115.8604572,-31.9505269
imm,1910,"gardiner, r p",,,engineer,owner of pelton colliery ltd,pelton colliery durham,-1.6008883,54.8764517
imm,1910,"gardner, j f",,,engineer,glyn henry gardner and ltd,renfrewshire n b,-4.5331259,55.846654
imm,1910,"garland, j c",,,engineer,namaqua copper ltd,namaqualand cape colony,19.3783206,-29.9786556
imm,1910,"garland, t s",,,engineer,bell metal mining ltd,isle of man,-4.548056,54.236107
imm,1910,"garrard, j j",,,engineer,transvaal gold mining estates ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"gavin, a d",,,engineer,dalmellington iron ltd,works dunaskin ayrshire,-4.4582424,55.3442556
imm,1910,"gemmell, d h",,,engineer,united collieries ltd,george street glasgow,-4.2443283,55.8608683
imm,1910,"george, w e",,,engineer,barramia mining and exploration ltd,o upper egypt,30.802498,26.820553
imm,1910,"gepp, h w",,,engineer,amalgamated zincde bavay s ltd,n s w,146.921099,-31.2532183
imm,1910,"gibb, a b",,,engineer,tanganyika concessions ltd,bulawayo rhodesia,28.626479,-20.1325066
imm,1910,"gibb, a b",,,engineer,zambesia exploring ltd,bulawayo rhodesia,28.626479,-20.1325066
imm,1910,"gibson, h c",,,engineer,angola exploration synd ltd,baeklersbury e o,,
imm,1910,"gilford, a m",,,engineer,mysore gold mining ltd,marikuppam mysore india,78.2689714,12.9237401
imm,1910,"gilford, h j",,,engineer,champion reef gold mining ltd,mysore state india,76.6801775,12.307552
imm,1910,"gilford, h j",,,engineer,of india ltd,mysore state india,76.6801775,12.307552
imm,1910,"giles, g f",,,engineer,golden valley ltd,nelson n z,173.2839653,-41.2706319
imm,1910,"gill, d f",,,engineer,seascale mineral exploration ltd,e whitehaven,-90.1642979,42.4741829
imm,1910,"gill, r d",,,engineer,tingha consolidated tin mines ltd,terrace tuckingmill camborne,-5.2864517,50.2215175
imm,1910,"gill, t s",,,engineer,stafford collieries ltd,house dodworth yorks,-1.5137214,53.5388942
imm,1910,"gillott, j f",,,engineer,tredegar iron and coal ltd,f tredetar mon,,
imm,1910,"gillow, e m",,,engineer,westport coal ltd,millerton new zealand,171.8728483,-41.6322456
imm,1910,"uilmour, j a",,,engineer,nicaragua development synd ltd,a leon nicaragua,-86.8722458,12.4316914
imm,1910,"girdler, b f",,,engineer,cinderella deep ltd,boksburg transvaal,28.2409671,-26.2325897
imm,1910,"girdler, b f",,,engineer,queensland brilliant central gold mining ltd,boksburg transvaal,28.2409671,-26.2325897
imm,1910,"gloner, d f",,,engineer,otavi mines and railway ltd,i berlin w,13.404954,52.5200066
imm,1910,"glover, w h",,,engineer,hoyland silkstone coal and coke ltd,collieries barnsley torks,-1.4510188,53.552871
imm,1910,"godbe, e l",,,engineer,anglo nevada ltd,u s a,-95.712891,37.09024
imm,1910,"goldstein, s s",,,engineer,tomin il mexican mining ltd,tomin il mexican mining,-89.3985283,40.6331249
imm,1910,"goninon, r m",,,engineer,st ives consolidated mines ltd,menzies west australia,121.0289412,-29.6915471
imm,1910,"gonsal, i m",,,engineer,eaglehawk consolidated gold mining ltd,victoria australia,144.7851531,-37.4713077
imm,1910,"goodland, g g",,,engineer,batopilas mining smelting and refining ltd,gracccnurch street london,-0.0851026,51.5119433
imm,1910,"goodwin, e m",,,engineer,middleburg steam coal and coke ltd,witbank transvaal,29.2227,-25.8751
imm,1910,"goodwin, g b",,,engineer,western dominion collieries ltd,krugersdorp transvaal,27.8076959,-26.0963217
imm,1910,"gossland, j l",,,engineer,glat gow and south african ltd,lake christie transvaal,,
imm,1910,"gossland, j l",,,engineer,new rand ltd,lake christie transvaal,,
imm,1910,"gottsberger, b b",,,engineer,miami copper ltd,u s a,-95.712891,37.09024
imm,1910,"gouyard, g m",,,engineer,douglas copper ltd,u s a,-95.712891,37.09024
imm,1910,"grace, w f",,,engineer,waihi grand junction gold ltd,waihi new zealand,175.8406072,-37.3912594
imm,1910,"graham, j m",,,engineer,millom and askam hematite iron ltd,john millom cumberland,-3.272847,54.212073
imm,1910,"graham, t e",,,engineer,workington iron and steel ltd,w northside workington,-3.542752,54.643569
imm,1910,"greene, f m",,,engineer,rand mines ltd,nicholson gwanda rhodesia,29.0110762,-20.9398233
imm,1910,"greene, j a",,,engineer,m h frosterley ltd,road w c,-123.0053838,45.5160119
imm,1910,"greene, j a",,,engineer,newfoundland exploratico syndicate ltd,road w c,-123.0053838,45.5160119
imm,1910,"greene, j a",,,engineer,sheffield greenj w elgl wells ltd,road w c,-123.0053838,45.5160119
imm,1910,"gregorie, c p",,,engineer,blaenhirwain colliery ltd,pembroke terrace cardiff,-3.1707113,51.4420905
imm,1910,"gregory, e h",,,engineer,san carlos gold mine ltd,oro zacatecas mexico,-101.418384,24.6128234
imm,1910,"llanbradach, c l",,,engineer,morgacnar diff steam coal collieries ltd,llanbradach near cardiff,,
imm,1910,"col, r s",,,engineer,united rhodesia gold fields ltd,raleigh salisbury rhodesia,31.0400562,-17.8335933
imm,1910,"harry, d p",,,engineer,tronoh mines ltd,tronoh straita settlements,100.993027,4.423069
imm,1910,"griffiths, p m",,,engineer,griffithhosl ywell halkys miningand tunnel ltd,peter milwr flintshire,-3.2147508,53.262408
imm,1910,"thomas, p r",,,engineer,windsor steam coal ltd,portb rhondda valley,-3.4250598,51.6160411
imm,1910,"gripe, h h",,,engineer,american smelting and refining ltd,a american smelting and hennery,,
imm,1910,"gripe, h h",,,engineer,great dowgas tin mines ltd,grovegsre at dowgas tin mines,,
imm,1910,"gripe, h h",,,engineer,la creuae france guitemrmonatenb ras ltd,la creuae france guitemrmonatenb ras,2.0627832,46.0377633
imm,1910,"hackney, n o",,,engineer,bio del oro ltd,ciudad bolivar venezuela,-63.5535552,8.0882791
imm,1910,"haddon, a f",,,engineer,anteniormatabelegold mines ltd,f gwanda rhodesia,29.0110762,-20.9398233
imm,1910,"haddon, t q",,,engineer,globe and phoenix gold mining ltd,que que rhodesia,29.8236554,-18.9201331
imm,1910,"haggle, j m",,,engineer,oflin river gold estates ltd,lemingten on tyae,-1.7131437,54.9794386
imm,1910,"haines, j r",,,engineer,weatwood manor coal and iron ltd,stoke on trent,-2.179404,53.002668
imm,1910,"leah, j c",,,engineer,hall lydneyand crump meadow collieries ltd,meadow cinderford glo,-2.4932818,51.8240566
imm,1910,"george, u m",,,engineer,robinson gold mining ltd,ucampo mexico,-101.4782799,21.6481453
imm,1910,"hall, h f",,,engineer,soudan development and exploration ltd,khedive avenue khartoum,32.5598994,15.5006544
imm,1910,"germiston, t t",,,engineer,rose deep ltd,rose deep,-82.9699681,34.1506823
imm,1910,"halsall, c t",,,engineer,scottish freestone quarries ltd,quarries closeburn dumfrieshlre,,
imm,1910,"harmer, e w",,,engineer,gold estates of australia ltd,perth west australia,115.8604572,-31.9505269
imm,1910,"ton, v l",,,engineer,south west africa ltd,v laurie,-93.6462451,41.5841479
imm,1910,"great, b n",,,engineer,great boulder proprietary gold mines ltd,boulder no,-105.2705456,40.0149856
imm,1910,"hammond, j h",,,engineer,camp bird ltd,u s a,-95.712891,37.09024
imm,1910,"hanohett, l t",,,engineer,consolidated mines selection ltd,u s a,-95.712891,37.09024
imm,1910,"hardinge, h w",,,engineer,cobalt central mines ltd,u s a,-95.712891,37.09024
imm,1910,"harger, h s",,,engineer,new randfnntein reefs ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"harger, h s",,,engineer,voorspoed diamond mining ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"hargreaves, e p",,,engineer,gwalia consolidated ltd,waluna w a,120.2251068,-26.5982092
imm,1910,"hargreaves, j n",,,engineer,new cwmgorse colliery ltd,csc gurwen glamorganshire,-3.883896,51.79228
imm,1910,"harmer, p j",,,engineer,indian manganese ltd,avenue london london,-0.1383575,51.5058273
imm,1910,"harper, a p",,,engineer,runner cost ltd,new zealand north,175.6023643,-39.2378365
imm,1910,"harper, k p",,,engineer,harper bros ft ltd,holywell north wales,-3.225103,53.276009
imm,1910,"harper, k p",,,engineer,harrirsa nd mines power supply ltd,holywell north wales,-3.225103,53.276009
imm,1910,"harper, k p",,,engineer,new north halkyn mines ltd,holywell north wales,-3.225103,53.276009
imm,1910,"harris, d e",,,engineer,elands laagte collieries ltd,david eiandslaagte natal,30.8958242,-28.5305539
imm,1910,"harris, h z",,,engineer,queensland brilliant central gold mining ltd,h zechan tasmania,145.9706647,-41.4545196
imm,1910,"harris, h z",,,engineer,tasmanian copper ltd,h zechan tasmania,145.9706647,-41.4545196
imm,1910,"harris, w c",,,engineer,harrinsiogner ia bitumen ltd ltd,charters towers queensland,146.2601362,-20.0769637
imm,1910,"harris, w c",,,engineer,s queen block gold mining ltd,charters towers queensland,146.2601362,-20.0769637
imm,1910,"huelden, a e",,,engineer,new centenillo silver lead mines ltd,centenillo near linares,-3.6375894,38.1039054
imm,1910,"hassam, a k",,,engineer,pekin synd ltd,street newcastle staffordshire,-2.2273002,53.013208
imm,1910,"hatton, i w",,,engineer,natal steam coal ltd,klip river natal,29.7343207,-28.5047043
imm,1910,"haughton, f l",,,engineer,old delabole slate ltd,r s o,-96.8242535,39.1167997
imm,1910,"hawke, r c",,,engineer,palmarejo and mexican gold fields ltd,chinipas chihuahua mexico,-108.5358841,27.3941742
imm,1910,"hawke, w h",,,engineer,old delabole slate ltd,b a,-95.9642174,36.7468251
imm,1910,"haxton, j s",,,engineer,serena iron ore ltd,james serena spain,-5.4777811,38.7760575
imm,1910,"hay, a l",,,engineer,gnilti gold mining ltd,fimiston western australia,121.5041365,-30.7765974
imm,1910,"hay, h y",,,engineer,witwatersrand gold mining ltd,knights transvaal,,
imm,1910,"hay, j d",,,engineer,and mines power supply ltd,via racihnr india,77.3462705,16.2076287
imm,1910,"hay, w s",,,engineer,shirebrook colliery ltd,colliery near mansfield,-1.132695,53.223866
imm,1910,"hayes, h b",,,engineer,suburban gold mining and estate ltd,krugersdorp transvaal,27.8076959,-26.0963217
imm,1910,"anthony, w c",,,engineer,wjthemoor colliery ltd,council chambers frizington,-3.5163051,54.5211982
imm,1910,"head, h n",,,engineer,crown mines ltd,kookynie west australia,122.105042,-29.7151232
imm,1910,"heakes, s r",,,engineer,arnoya mining ltd,cobalt ontario canada,-79.6860815,47.3953302
imm,1910,"leah, c c",,,engineer,dunkerton collieries ltd,carlingcat near bath,,
imm,1910,"heath, h j",,,engineer,glyncorrwg colliery ltd,colliery near neath,-3.7594505,51.7152798
imm,1910,"heathoote, c f",,,engineer,tasmania gold mine ltd,f beaconsfield tasmania,146.8235907,-41.1933695
imm,1910,"heathoote, c h",,,engineer,sherwood colliery ltd,sherwood colliery mansfield,-1.1975118,53.155314
imm,1910,"hebbard, j a",,,engineer,langlaagte estate and gold mining ltd,east rand transvaal,28.3461948,-26.1777025
imm,1910,"hebbard, j b",,,engineer,sulphide ltd ltd,hill n w,-92.403581,34.757277
imm,1910,"hebert, b j",,,engineer,lampa mining ltd,j sonora mexico,-110.9603621,29.0834761
imm,1910,"henderson, j m",,,engineer,henderson s transvaal estates ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"henderson, j s",,,engineer,guiana gold ltd,british guia na,-58.93018,4.860416
imm,1910,"mossamedes, c h",,,engineer,simmer and jack proprietary mines ltd,boksburg transvaal,28.2409671,-26.2325897
imm,1910,"henry, j w",,,engineer,jupiter gold mining ltd,germiston transvaal,28.1707794,-26.2258734
imm,1910,"herdman, p w",,,engineer,ceylon company of pearl fishers ltd,croxteth lodge liverpool,-2.9310405,53.3895978
imm,1910,"herron, d a",,,engineer,tomboy gold mines ltd,u s a,-95.712891,37.09024
imm,1910,"heslop, w t",,,engineer,rand gold coal and estate ltd,hatting spruit natal,30.1315037,-28.0784108
imm,1910,"white, a j",,,engineer,beaver consolidated mines ltd,cobalt ontario canada,-79.6860815,47.3953302
imm,1910,"white, j h",,,engineer,george fountain a son ltd,haigh near bamsloy,-1.5603584,53.601577
imm,1910,"hewlett, w h",,,engineer,wigan coal and iron ltd,henry kirkles wigan,-2.6325074,53.5450645
imm,1910,"heymann, a m",,,engineer,general mining and finance ltd ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"higgins, t p",,,engineer,central chili copper ltd,panulcillo coquimbo chili,-71.2192378,-30.4469581
imm,1910,"higson, j h",,,engineer,hoyland silkstone coal and coke ltd,near barnslcy yorks,-1.479726,53.55263
imm,1910,"higson, p p",,,engineer,bod far i iron mines ltd,p prestatyn,-3.407613,53.336512
imm,1910,"hill, c m",,,engineer,lyndhurst south australiacopper ltd,chas melbourne,144.960022,-37.8148622
imm,1910,"hill, c m",,,engineer,union consolidated copper mines ltd,chas melbourne,144.960022,-37.8148622
imm,1910,"hill, h e",,,engineer,sheba gold mining ltd,howard eureka transvaal,,
imm,1910,"hill, l n",,,engineer,hastingsbritish columbiaexploration synd ltd,nelson b c,-117.2948343,49.4928119
imm,1910,"hill, l n",,,engineer,queensland brilliant central gold mining ltd,nelson b c,-117.2948343,49.4928119
imm,1910,"hill, w a",,,engineer,coal coke and iron oo ltd,near newcastle staffs,-2.2273002,53.013208
imm,1910,"william, d t",,,engineer,holywell halkyn mining and tunnel ltd,dordon tamworth,-1.613569,52.600407
imm,1910,"alexanderstewart, b s",,,engineer,le roi no ltd,place e o,,
imm,1910,"alexanderstewart, b s",,,engineer,mount lyell comstock copper ltd,place e o,,
imm,1910,"alexanderstewart, b s",,,engineer,new velvet portland mine ltd,place e o,,
imm,1910,"alexanderstewart, b s",,,engineer,van roi mining ltd,place e o,,
imm,1910,"hodges, i w",,,engineer,henry briggs son ltd,collieries near normanton,-1.417148,53.700876
imm,1910,"hodgkiss, a h",,,engineer,geo g blackwell sons ltd,hawthornden baslow derbyshire,-1.622371,53.251381
imm,1910,"hodgkiss, a h",,,engineer,grove syndicate ltd,hawthornden baslow derbyshire,-1.622371,53.251381
imm,1910,"hodgson, j e",,,engineer,ashanti rivers and concessions ltd,gold coast colony,-119.2286617,34.1682522
imm,1910,"hoffman, c b",,,engineer,united main reef gold mining ltd,roodepoort transvaal,27.9014654,-26.1201355
imm,1910,"box, j j",,,engineer,farms exploitation ltd,farms exploitation,,
imm,1910,"box, j j",,,engineer,united south africa association ltd,united south africa association,18.8487389,-34.0848475
imm,1910,"hoffman, k f",,,engineer,a goerz ltd,j johannesburg,28.0473051,-26.2041028
imm,1910,"hogg, j l",,,engineer,holbehcekre dia lead mines ltd,gergal almeria spain,-2.5414607,37.1181546
imm,1910,"holland, l g",,,engineer,hollidhaaym stead colliery ltd,barr near birmingham,-1.9042,52.5249
imm,1910,"hollingworth, g h",,,engineer,east kent colliery ltd,cross street manchester,-2.2446398,53.4815527
imm,1910,"hollingworth, g h",,,engineer,foncage syndicate ltd,cross street manchester,-2.2446398,53.4815527
imm,1910,"hollingworth, g h",,,engineer,guildford syndicate ltd,cross street manchester,-2.2446398,53.4815527
imm,1910,"hollingworth, g h",,,engineer,south eastern coalfield extension ltd,cross street manchester,-2.2446398,53.4815527
imm,1910,"holman, n g",,,engineer,menzies consolidated gold mines ltd,new south wales,146.921099,-31.2532183
imm,1910,"honnold, w l",,,engineer,brakpan mines ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"honnold, w l",,,engineer,consolidated mines selection ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"honnold, w l",,,engineer,stella exploration synd ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"hooper, s w",,,engineer,great boulder proprietary gold mines ltd,kalgoorlie western australia,121.466,-30.749
imm,1910,"hooper, s w",,,engineer,gwalia consolidated ltd,kalgoorlie western australia,121.466,-30.749
imm,1910,"theodore, j l",,,engineer,minerals separation ltd,wall london london,-0.0759993,51.5099323
imm,1910,"hopkins, j j",,,engineer,cefn y bryn colliery ltd,hopkcinefsn y bryn colliery,-71.5225646,42.2286954
imm,1910,"horn, g w",,,engineer,kuranui caledonian ltd,thames new zealand,175.5413497,-37.1384423
imm,1910,"hors, b j",,,engineer,horwto hoilldag oe ltd,fred chillagoe queensland,144.5187263,-17.1525138
imm,1910,"hosking, a p",,,engineer,tasmania gold mine ltd,p beaconsfleld ta,146.819336,-41.200441
imm,1910,"hotson, w f",,,engineer,blue bell gold mines ltd,w f,-95.9245433,36.0761509
imm,1910,"houfton, j p",,,engineer,bolsover colliery ltd,p mansfield nottinghamshire,-1.2225769,53.1318669
imm,1910,"howard, j g",,,engineer,transvaal gold mining estates ltd,driefontein middleburg transvaal,29.421149,-25.5065747
imm,1910,"howard, w g",,,engineer,globe and phoenix gold mining ltd,que que rhodesia,29.8236554,-18.9201331
imm,1910,"howatt, r m",,,engineer,coal and ore dressing appliances ltd,robert m,-92.0626774,30.1670998
imm,1910,"howatt, r m",,,engineer,mount lyell mining and railway ltd,robert m,-92.0626774,30.1670998
imm,1910,"port, a s",,,engineer,mount lyell mining and railway ltd,adelaide south australia,138.6007456,-34.9284989
imm,1910,"hubert, c v",,,engineer,british coalite ltd,cuidad real spain,-3.9273778,38.9848295
imm,1910,"huessler, j j",,,engineer,tarkwa and ashanti mines ltd,tarkwa and ashanti mines,-1.9930466,5.301832
imm,1910,"hughes, h w",,,engineer,sandwell park colliery ltd,colliery west bromwich,-1.970393,52.508551
imm,1910,"humble, j b",,,engineer,brodsworth main colliery ltd,colliery near doncaster,-1.072444,53.5367033
imm,1910,"humphreys, c h",,,engineer,mount morgan gold mining ltd,mount morgan queensland,150.3965941,-23.6436179
imm,1910,"hussey, j p",,,engineer,new modderfontein gold mining ltd,benoni transvaal,28.3695699,-26.1510854
imm,1910,"hutchinson, j w",,,engineer,lewis merthyr consolidated collieries ltd,near pontypool glam,-3.045268,51.700369
imm,1910,"inglis, j b",,,engineer,dereenalomane barytes mines ltd,john ballydehob ireland,-9.4553674,51.5630082
imm,1910,"jackson, c p",,,engineer,exhall colliery and brickworks ltd,near bedworth warwickshire,-1.468869,52.481392
imm,1910,"jackson, e w",,,engineer,winder gill mining ltd,e whitehaven,-90.1642979,42.4741829
imm,1910,"jackson, f b",,,engineer,gabriel s gully consolidated gold ltd,street launceston tasmania,147.1448425,-41.4287304
imm,1910,"jackson, f b",,,engineer,mount bischoff tin mining ltd,street launceston tasmania,147.1448425,-41.4287304
imm,1910,"jackson, w b",,,engineer,sheepbridge coal and iron ltd,sheepbridge works chesterfield,-1.4424622,53.2661859
imm,1910,"jacob, j p",,,engineer,cynon colliery ltd,p pentyla aberavon,-3.7896281,51.6001422
imm,1910,"james, b f",,,engineer,and west boulder gold mines ltd,street e c,-75.4938949,40.5352762
imm,1910,"james, b f",,,engineer,brown hill extended ltd,street e c,-75.4938949,40.5352762
imm,1910,"james, b f",,,engineer,hudson s consolidated ltd,street e c,-75.4938949,40.5352762
imm,1910,"james, g w",,,engineer,bolsover colliery ltd,near pontnewynydd mon,-3.051226,51.709618
imm,1910,"james, j h",,,engineer,greystone wood manganese synd ltd,o r c,-93.2138297,44.7339935
imm,1910,"james, s p",,,engineer,north boscaswell mine ltd,s o cornwall,-4.7566825,50.6578342
imm,1910,"james, w h",,,engineer,viloro synd ltd,h gronville california,-120.6367316,40.4136473
imm,1910,"james, w b",,,engineer,badger mines ltd,basset mines redruth,-5.245,50.21389
imm,1910,"jameson, j j",,,engineer,rooiberg minerals development ltd,j johannesburg,28.0473051,-26.2041028
imm,1910,"jardine, j g",,,engineer,robinson gold mining ltd,gindalbie western australia,121.7444,-30.283369
imm,1910,"jeffrey, r h",,,engineer,avino mines ltd,vino gabriel mexico,-99.1613949,19.3976857
imm,1910,"jefferys, j n",,,engineer,jenkijnohsn lancaster ltd,colliery blaina mon,-3.159627,51.766823
imm,1910,"jenkins, l r",,,engineer,largo colliery ltd,pantyffvnnon south wales,-3.7837117,52.1306607
imm,1910,"jennings, b p",,,engineer,utah apex mining ltd,b b,-90.0534038,35.1397152
imm,1910,"joacheimast, p a",,,engineer,jobsowne stjp o rt coal ltd,dunedin new zealand,170.5027976,-45.8787605
imm,1910,"port, p s",,,engineer,johnb roken hill proprietary ltd,pirie south australia,138.0406759,-33.2495107
imm,1910,"port, p s",,,engineer,merthyr tydvil glam hills plymouth ltd,pirie south australia,138.0406759,-33.2495107
imm,1910,"john, w h",,,engineer,powell s tillery steam coal ltd,h axbertilery hon,,
imm,1910,"johnson, j h",,,engineer,consolidated mines selection ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"johnson, j h",,,engineer,ginsberg gold mining ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"johnson, j h",,,engineer,randfontein central gold mining ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"johnson, j h",,,engineer,united main reef gold mining ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"johnson, j h",,,engineer,united main reef gold mining ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"johnson, j h",,,engineer,witwatersrand gold mining ltd,johannesburg transvaal,28.0455645,-26.1805735
imm,1910,"johnson, s b",,,engineer,consolidated mines selection ltd,langlaagte transvaal,27.986768,-26.2048765
imm,1910,"johnson, w g",,,engineer,south great eastern gold mining ltd,walter gympie queensland,,
imm,1910,"johnson, t w",,,engineer,english and australian copper ltd,n s w,146.921099,-31.2532183
imm,1910,"johnson, w p",,,engineer,rand collieries ltd,william pontycymmer glam,-3.584162,51.612561
imm,1910,"johnstone, r g",,,engineer,young s collieries ltd,rankine glasgow,-4.2857091,55.8725956
imm,1910,"johnstone, r g",,,engineer,austral malay tin ltd,ronaldsod glasgow,-4.155004,55.866411
imm,1910,"joice, j n",,,engineer,north white feather gold mines ltd,kanowna west australia,121.350352,-30.4857629
imm,1910,"jolly, f j",,,engineer,union consolidated copper mines ltd,f j melbourne,144.9630576,-37.8136276
imm,1910,"ones, a j",,,engineer,main reef mines and estate ltd,maraisburg transvaal,27.9398011,-26.1775063
imm,1910,"ones, a j",,,engineer,main reef west ltd,maraisburg transvaal,27.9398011,-26.1775063
imm,1910,"ones, a j",,,engineer,main reef west ltd,maraisburg transvaal,27.9398011,-26.1775063
