source,year,name,lastname,firstname,middlename,nationality,edu,prof,org,loc,country,lon,lat
ama,1907,brunnier h g a,brunnier,h,g,,,gen mgr,conlon gold mining co,grass valley california,,,
ama,1907,brunnier h g a,brunnier,h,g,,,mining engineer,conlon gold mining co,grass valley california,,,
ama,1907,conner j n a,conner,j,n,,,metallurgist,,parral chihuahua mexico,,,
ama,1907,palmer william j a,palmer,william,j,,,mill superintendent,,avino durango,,,
ama,1907,riebling henry f a,riebling,henry,f,,,mining engineer,,springs colorado,,,
ama,1907,saylor benjamin f a,saylor,benjamin,f,,,mining engineer,,asheville north carolina,,,
ama,1907,williams delos v a,williams,delos,v,,,mining engineer,,san miguel del mezquital zacatecas,,,
ama,1901,arnold albert h b,arnold,albert,h,,,bs,mit,,,,
ama,1907,arnold albert h b,arnold,albert,h,,,mining engineer,,joplin mo,,,
ama,1897,baird henry j b,baird,henry,j,,,bs,lehigh university,,,,
ama,1907,baird henry j b,baird,henry,j,,,mining engineer,,west chester pa,,,
ama,1907,bullock laurence n b,bullock,laurence,n,,,gen supt,charles butters co.,copala sinaloa,,,
ama,1907,bullock laurence n b,bullock,laurence,n,,,mill cyanideplant,charles butters co.,copala sinaloa,,,
ama,1907,hard james m b,hard,james,m,,,chemist,,mexico df,,,
ama,1907,hicks thomas m b,hicks,thomas,m,,,pres,arizona nationalcopper co,williainsport pennsylvania,,,
ama,1907,levings glenn v b,levings,glenn,v,,,mining engineer,,parral chihuahua,,,
ama,1907,turner george d b,turner,george,d,,,,am inst m,,,,
ama,1907,turner george d b,turner,george,d,,,mining engineer,west quincy mining co.,salt lake city utah,,,
ama,1907,turner george d b,turner,george,d,,,pres genmgr,west quincy mining co.,salt lake city utah,,,
ama,1907,campbell johnstone r c,campbell,johnstone,r,,,mining engineer,,slocan bc,,,
ama,1907,carry henry e c,carry,henry,e,,,mining engineer,,vancouver bc,,,
ama,1907,eustis william e c,eustis,william,e,,,mining engineer,,boston,,,
ama,1907,fernow john j c,fernow,john,j,,,mining engineer,,nelson bc,,,
ama,1907,gender harry w c,gender,harry,w,,,mining engineer,,san francisco california,,,
ama,1907,little w e c,little,w,e,,,mine superintendent,,cripple creek colorado,,,
ama,1907,maxwell john w c,maxwell,john,w,,,agent,progreso mining co,san francisco california,,,
ama,1907,richards h de c,richards,h,c,,,mine superintendent,,orleans california,,,
ama,1875,wells james s c,wells,james,s,,,em,columbia school of mines,,,,
ama,1907,wells james s c,wells,james,s,,,metallurgical engineer,,new york,,,
ama,1907,whyte frederick w c,whyte,frederick,w,,,gen mgr,anaconda copper co,anaconda montana,,,
ama,1907,williams henry j c,williams,henry,j,,,mgr,copper mining smelting co.,ontario canada,,,
ama,1907,fleury juan de d,fleury,juan,de,,,mining engineer,,mexico city df,,,
ama,1907,gwynne f v d,gwynne,f,v,,,mine superintendent,,piute california,,,
ama,1907,moodie j w d,moodie,j,w,,,mining engineer,,alamos sonora,,,
ama,1887,trask george f d,trask,george,f,,,em,columbia school of mines,,,,
ama,1907,trask george f d,trask,george,f,,,mining engineer,,new york,,,
ama,1907,arozarena rafael m de,arozarena,rafael,m,,,mining engineer,,mexico city df,,,
ama,1907,gamm h f e,gamm,h,f,,,mining engineer,,cobalt copper cliff ontario,,,
ama,1901,hamer a t e,hamer,a,t,,,bs,university of toronto,,,,
ama,1907,hamer a t e,hamer,a,t,,,mining engineer,,cobalt ontario,,,
ama,1907,koch w c e,koch,w,c,,,mine superintendent,,slocan bc,,,
ama,1907,mortimer g d e,mortimer,g,d,,,mine superintendent,,prescott arizona,,,
ama,1907,spence harold c e,spence,harold,c,,,mining engineer,,steeple rock new mexico,,,
ama,1907,welsh norval j e,welsh,norval,j,,,,greene gold silver co,,,,
ama,1907,welsh norval j e,welsh,norval,j,,,,lake sup m inst engineers club,new york,,,
ama,1907,welsh norval j e,welsh,norval,j,,,gensupt,santa brigida gold co.,ocampo chihuahua,,,
ama,1907,welsh norval j e,welsh,norval,j,,,mining engineer,santa brigida gold co.,ocampo chihuahua,,,
ama,1907,casper s j f,casper,s,j,,,mine superintendent,,mccabe arizona,,,
ama,1907,christian john c f,christian,john,c,,,mining engineer,,leadville colorado,,,
ama,1900,herreshoff james b f,herreshoff,james,b,,,bs,univ of california,sc,,,
ama,1907,herreshoff james b f,herreshoff,james,b,,,metallurgical engineer,,brooklyn new york,,,
ama,1907,herreshoff james b f,herreshoff,james,b,,,metallurgical engineer,,long island new york,,,
ama,1894,neuffer carl w f,neuffer,carl,w,,,ce,lehigh university,,,,
ama,1907,neuffer carl w f,neuffer,carl,w,,,mining engineer,,dunmore pennsylvania,,,
ama,1886,penrose r a f,penrose,r,a,,,phd,harvard university,,,,
ama,1907,penrose r a f,penrose,r,a,,,mining engineer,,philadelphia,,,
ama,1869,randolph john c f,randolph,john,c,,,em,columbia school of mines,,,,
ama,1907,randolph john c f,randolph,john,c,,,mining engineer,,new york,,,
ama,1874,rhodes francis b f,rhodes,francis,b,,,em,columbia school of mines,,,,
ama,1907,rhodes francis b f,rhodes,francis,b,,,mining engineer,unitedstates zinc co.,pueblo colorado,,,
ama,1907,rhodes francis b f,rhodes,francis,b,,,supt,unitedstates zinc co.,pueblo colorado,,,
ama,1907,wilson arthur r fernie,wilson,arthur,r,,,colliery superintendent,,bc canada,,,
ama,1907,sieboth alfred c florence,sieboth,alfred,c,,,mining engineer,,arizona,,,
ama,1907,williams w p frank,williams,w,p,,,colliery superintendent,,alberta canada,,,
ama,1899,galan jose m g,galan,jose,m,,,em,lehigh university,,,,
ama,1907,galan jose m g,galan,jose,m,,,mining engineer,,monterrey mexico,,,
ama,1871,kent william st g,kent,william,st,,,,lafayette college,,,,
ama,1907,kent william st g,kent,william,st,,,g e,,yonkers new york,,,
ama,1907,kent william st g,kent,william,st,,,mining engineer,,yonkers new york,,,
ama,1885,moldenke richard g g,moldenke,richard,g,,,em,,,,,
ama,1887,moldenke richard g g,moldenke,richard,g,,,phd,columbia school of mines,,,,
ama,1907,moldenke richard g g,moldenke,richard,g,,,metallurgical engineer,,watchung new jersey,,,
ama,1907,smith walter l g,smith,walter,l,,,mining engineer,,leadville colorado,,,
ama,1893,wilson alfred w g,wilson,alfred,w,,,ba,univ of toronto,,,,
ama,1901,wilson alfred w g,wilson,alfred,w,,,phd,harvard university,,,,
ama,1907,wilson alfred w g,wilson,alfred,w,,,,canadian m inst,,,,
ama,1907,wilson alfred w g,wilson,alfred,w,,,special courses,columbia mcgill universities,,,,
ama,1907,wilson alfred w g,wilson,alfred,w,,,consulting mininggeologist engineer,,montreal canada,,,
ama,1907,wolf j h g,wolf,j,h,,,mining engineer,,manhattan nevada,,,
ama,1907,bradley richard j h,bradley,richard,j,,,mining engineer,,new york,,,
ama,1907,brumell henry p h,brumell,henry,p,,,m,canadian m inst,,,,
ama,1907,brumell henry p h,brumell,henry,p,,,gen mgr,buckingham graphite co.,buckingham quebec,,,
ama,1907,brumell henry p h,brumell,henry,p,,,mining engineer,buckingham graphite co.,buckingham quebec,,,
ama,1902,forbes david l h,forbes,david,l,,,bs,ontario school of practical science,,,,
ama,1907,forbes david l h,forbes,david,l,,,mining engineer,,clifton arizona,,,
ama,1897,fulton chaj les h,fulton,chajles,les,,,em,columbia school of mines,,,,
ama,1907,fulton chaj les h,fulton,chajles,les,,,pres,south dakota stateschool of mines,rapid city south dakota,,,
ama,1907,fulton chaj les h,fulton,chajles,les,,,consulting engineer,standard smelting co.,rapid city south dakota,,,
ama,1907,fulton chaj les h,fulton,chajles,les,,,em,western assn tech chem metallurgists,,,,
ama,1886,good george mcc h,good,george,mcc,,,em,columbia school of mines,,,,
ama,1907,good george mcc h,good,george,mcc,,,mining engineer,,osceola mills pennsylvania,,,
ama,1899,hamilton j w h,hamilton,j,w,,,e e,,royal inst tech stockholm,,,
ama,1907,hamilton j w h,hamilton,j,w,,,me,,new york,,,
ama,1907,hamilton j w h,hamilton,j,w,,,mining engineer,,new york,,,
ama,1907,holtan l p h,holtan,l,p,,,mining engineer,,pueblo nuevo durango,,,
ama,1899,kimball fred l h,kimball,fred,l,,,bs,mit,,,,
ama,1899,kimball fred l h,kimball,fred,l,,,min met,mit,,,,
ama,1907,kimball fred l h,kimball,fred,l,,,p i mining engineer,,manila,,,
ama,1907,lubken john c h,lubken,john,c,,,mining engineer,,johnstown pennsylvania,,,
ama,1885,merrill frederick j h,merrill,frederick,j,,,geology,columbia university,,,,
ama,1885,merrill frederick j h,merrill,frederick,j,,,geology,geol soc of america,,,,
ama,1885,merrill frederick j h,merrill,frederick,j,,,ma,columbia university,,,,
ama,1885,merrill frederick j h,merrill,frederick,j,,,ma,geol soc of america,,,,
ama,1907,merrill frederick j h,merrill,frederick,j,,,consulting mininggeologist phb,,new york,,,
ama,1907,merrill frederick j h,merrill,frederick,j,,,phg,,new york,,,
ama,1907,tays eugene a h,tays,eugene,a,,,mining engineer,,fuerte sinaloa,,,
ama,1868,van arsdale william h,van arsdale,arsdale,william,,,em,columbia school of mines,,,,
ama,1907,van arsdale william h,van arsdale,arsdale,william,,,mining engineer,,aurora illinois,,,
ama,1907,woodward w m h,woodward,w,m,,,mill supt,desert queen goldmining co,casa grande arizona,,,
ama,1907,clandet h enry hayman,clandet,henry,hayman,,,consulting engineer,assayer chemist,rossland bc,,,
ama,1907,clandet h enry hayman,clandet,henry,hayman,,,,,assoc inst mm london,,,
ama,1907,armand delille maurice inguaran,armand,delille,maurice,,,compagnie d inguaran,,michoacan agent,,,
ama,1907,armand delille maurice inguaran,armand,delille,maurice,,,mining engineer,,michoacan mexico,,,
ama,1889,croze walter w j,croze,walter,w,,,bs,michigan college of mines,,,,
ama,1907,croze walter w j,croze,walter,w,,,mining engineer,,duluth minnesota,,,
ama,1904,dodge charles w j,dodge,charles,w,,,bs,michigan college of mines,,,,
ama,1907,dodge charles w j,dodge,charles,w,,,field asst,us geological survey,milwaukee wisconsin,,,
ama,1892,fitzgerald francis a j,fitzgerald,francis,a,,,ba,trinity college,dublin,,,
ama,1895,fitzgerald francis a j,fitzgerald,francis,a,,,,m acs,,,,
ama,1895,fitzgerald francis a j,fitzgerald,francis,a,,,bs,mit,,,,
ama,1895,fitzgerald francis a j,fitzgerald,francis,a,,,eng,mit,,,,
ama,1896,fitzgerald francis a j,fitzgerald,francis,a,,,,ame c soc,,,,
ama,1907,fitzgerald francis a j,fitzgerald,francis,a,,,consulting chemical engineer,,niagara falls new york,,,
ama,1907,fitzgerald francis a j,fitzgerald,francis,a,,,fitzgerald bennielaboratories,,niagara falls new york,,,
ama,1907,hunt leigh s j,hunt,leigh,s,,,mining engineer,,new york,,,
ama,1901,queneau a l j,queneau,a,l,,,em,columbia school of mines,,,,
ama,1907,queneau a l j,queneau,a,l,,,metallurgical engineer,,s bethlehem pennsylvania,,,
ama,1907,warren h l j,warren,h,l,,,mine superintendent,,bingham utah,,,
ama,1888,wilkens henry a j,wilkens,henry,a,,,em,lehigh university,,,,
ama,1907,wilkens henry a j,wilkens,henry,a,,,mining engineer,,new york,,,
ama,1907,wrinkle w f j,wrinkle,w,f,,,mining engineer,,thebe california,,,
ama,1907,higginbotham j b k,higginbotham,j,b,,,mine superintendent,,carbo sonora,,,
ama,1907,miller j p k,miller,j,p,,,mine superintendent,,mexico,,,
ama,1907,miller j p k,miller,j,p,,,mining engineer,,scottsdale pennsylvania,,,
ama,1900,robertson philip w k,robertson,philip,w,,,bs,mcgill university,,,,
ama,1907,robertson philip w k,robertson,philip,w,,,mining engineer,,parral mexico,,,
ama,1874,benedict william de l,benedict,william,de,,,em,columbia school of mines,,,,
ama,1907,benedict william de l,benedict,william,de,,,mining engineer,,new york,,,
ama,1907,hardie william d l,hardie,william,d,,,colliery supt,,lethbridge alberta,,,
ama,1907,mannheim paul a l,mannheim,paul,a,,,metallurgist,american smelting refining co.,maurer new jersey,,,
ama,1907,fitzgerald thomas f m,fitzgerald,thomas,f,,,mining engineer,,flat river missouri,,,
ama,1904,garza aldape j m,garza,aldape,j,,,bs,,stevens inst tech,,,
ama,1905,garza aldape j m,garza,aldape,j,,,em,am soc me,,,,
ama,1907,garza aldape j m,garza,aldape,j,,,em,am instee,,,,
ama,1907,garza aldape j m,garza,aldape,j,,,,japon mining co.,,,,
ama,1907,garza aldape j m,garza,aldape,j,,,gen mgr,,torreon coahuila,,,
ama,1907,garza aldape j m,garza,aldape,j,,,mining engineer,,torreon coahuila,,,
ama,1907,dorr john v n,dorr,john,v,,,bs,butgers college,denver colorado,,,
ama,1907,dorr john v n,dorr,john,v,,,metallurgical engineer,butgers college,denver colorado,,,
ama,1908,dorr john v n,dorr,john,v,,,metallurgical engineer,,denver colorado,,,
ama,1909,dorr john v n,dorr,john,v,,,metallurgical engineer,assoc instmm,denver colorado,,,
ama,1910,dorr john v n,dorr,john,v,,,metallurgical engineer,m chemmet,denver colorado,,,
ama,1911,dorr john v n,dorr,john,v,,,metallurgical engineer,m soc of s africa,denver colorado,,,
ama,1907,griffin fitz r n,griffin,fitz,r,,,mining engineer,,chicago,,,
ama,1885,van cortland edward n,van cortland,cortland,edward,,,em,columbia university,,,,
ama,1907,van cortland edward n,van cortland,cortland,edward,,,mining engineer,,denver colorado,,,
ama,1882,van devander herman n,van devander,devander,herman,,,ce,missouri school of mines,,,,
ama,1907,van devander herman n,van devander,devander,herman,,,mining engineer,,cedartown georgia,,,
ama,1907,merriam c f o,merriam,c,f,,,mine superintendent,,silver king idaho,,,
ama,1907,brown t a p,brown,t,a,,,mine superintendent,,ocampo chihuahua,,,
ama,1907,heredia francisco de p,heredia,francisco,de,,,mining engineer,,positos 114 guanajuato,,,
ama,1871,ricketts pierre de p,ricketts,pierre,de,,,phd,columbia school of mines,,,,
ama,1907,ricketts pierre de p,ricketts,pierre,de,,,consulting engineer,,new york,,,
ama,1907,ricketts pierre de p,ricketts,pierre,de,,,em,,new york,,,
ama,1891,tindall william f p,tindall,william,f,,,first class,,london,,,
ama,1891,tindall william f p,tindall,william,f,,,met div,,london,,,
ama,1907,tindall william f p,tindall,william,f,,,,cvanide chemist tombstonecons. mines co.,tombstone arizona,,,
ama,1903,clemens frederick le r,clemens,frederick,le,,,em,michigan college of mines,,,,
ama,1907,clemens frederick le r,clemens,frederick,le,,,mining engineer,,pueblo colorado,,,
ama,1907,cowell h t r,cowell,h,t,,,mining engineer,,el paso texas,,,
ama,1907,loose w a r,loose,w,a,,,mine superintendent,,bodie california,,,
ama,1907,macdonald william e r,macdonald,william,e,,,mining engineer,,butte montana,,,
ama,1907,skertchly sydney a r,skertchly,sydney,a,,,mgr,mexican oilcorporation,tuxpam vera cruz,,,
ama,1906,van wagenen hugh r,van,wagenen,hugh,,,em,colorado school of mines,,,,
ama,1907,van wagenen hugh r,van,wagenen,hugh,,,mining engineer,,dome arizona,,,
ama,1906,arentz ulysses s s,arentz,ulysses,s,,,em,south dakota state school of mines,,,,
ama,1907,arentz ulysses s s,arentz,ulysses,s,,,mining engineer,,salt lake city utah,,,
ama,1907,bird arthur h s,bird,arthur,h,,,mining engineer,,salt lake city utah,,,
ama,1889,holland l f s,holland,l,f,,,london,school of mining,,,,
ama,1898,holland l f s,holland,l,f,,,,queen s univ ontario,,,,
ama,1907,holland l f s,holland,l,f,,,,king s college,,,,
ama,1907,holland l f s,holland,l,f,,,mining engineer metallurgist,smuggler union mining co.,telluride colorado,,,
ama,1907,holland l f s,holland,l,f,,,supt,smuggler union mining co.,telluride colorado,,,
ama,1907,lindsey g g s,lindsey,g,g,,,,m canadian m inst,,,,
ama,1907,lindsey g g s,lindsey,g,g,,,gen mgr,crow s nest pass coal co.,fernie bc,,,
ama,1907,lindsey g g s,lindsey,g,g,,,mining engineer,crow s nest pass coal co.,fernie bc,,,
ama,1898,mcintosh joseph b s,mcintosh,joseph,b,,,em,univ of minnesota,,,,
ama,1907,mcintosh joseph b s,mcintosh,joseph,b,,,mining metallurgical engineer,,anaconda montana,,,
ama,1907,parsons r r s,parsons,r,r,,,mine superintendent,,bonne terre missouri,,,
ama,1899,randall huntley b s,randall,huntley,b,,,em,michigan college of mines,,,,
ama,1907,randall huntley b s,randall,huntley,b,,,mining engineer,,monterey mexico,,,
ama,1894,whiteside orton e s,whiteside,orton,e,,,,m sc,,,,
ama,1900,whiteside orton e s,whiteside,orton,e,,,sc,m canadian m inst,,,,
ama,1900,whiteside orton e s,whiteside,orton,e,,,sc,mcgill university,,,,
ama,1907,whiteside orton e s,whiteside,orton,e,,,genmgr engineer,west canadian collieries,blairmore alberta,,,
ama,1907,whiteside orton e s,whiteside,orton,e,,,mining engineer,west canadian collieries,blairmore alberta,,,
ama,1907,brewer j r t,brewer,j,r,,,mine superintendent,,ironwood michigan,,,
ama,1889,haultain herbert e t,haultain,herbert,e,,,c e 1889,university of toronto,craigmont ontario,,,
ama,1907,haultain herbert e t,haultain,herbert,e,,,mining engineer,university of toronto,craigmont ontario,,,
ama,1897,van winkle charles t,van winkle,winkle,charles,,,phb,vale university,,,,
ama,1907,van winkle charles t,van winkle,winkle,charles,,,silver lake mines,,silverton colorado,,,
ama,1907,van winkle charles t,van winkle,winkle,charles,,,supt,,silverton colorado,,,
ama,1907,butler c a v,butler,c,a,,,mining engineer,,vernon bc,,,
ama,1900,gilchrist hugh mc v,gilchrist,hugh,mc,,,em,michigan college of mines,,,,
ama,1907,gilchrist hugh mc v,gilchrist,hugh,mc,,,mining engineer,,wanlock illinois,,,
ama,1902,bateson charles e w,bateson,charles,e,,,em,columbia school of mines,,,,
ama,1907,bateson charles e w,bateson,charles,e,,,mining engineer,,new york,,,
ama,1907,foote arthur de w,foote,arthur,de,,,,,asce,,,
ama,1886,hodges abel b w,hodges,abel,b,,,,canadian m inst,,,,
ama,1886,hodges abel b w,hodges,abel,b,,,,smelting powerco ltd em,,,,
ama,1886,hodges abel b w,hodges,abel,b,,,,washington university,,,,
ama,1907,hodges abel b w,hodges,abel,b,,,mgr of mines smelter,granby cons mining,grand forks bc,,,
ama,1907,hodges abel b w,hodges,abel,b,,,mining engineer metallurgist,granby cons mining,grand forks bc,,,
ama,1907,jones l j w,jones,l,j,,,metallurgical engineer,tacoma smelting co,tacoma washington,,,
ama,1907,jones l j w,jones,l,j,,,metallurgist,tacoma smelting co,tacoma washington,,,
ama,1907,rathborne merwyn r w,rathborne,merwyn,r,,,mining engineer,,santa monica california,,,
ama,1907,abadie emile b jr,abadie,emile,b,,,mine superintendent,,tuolumne california,,,
ama,1872,abadie emile r,abadie,emile,r,,,ce,m div,london,,,
ama,1872,abadie emile r,abadie,emile,r,,,ce,washington university,london,,,
ama,1872,abadie emile r,abadie,emile,r,,,instmm,m div,london,,,
ama,1872,abadie emile r,abadie,emile,r,,,instmm,washington university,london,,,
ama,1907,abadie emile r,abadie,emile,r,,,,united mines corporation,,,,
ama,1907,abadie emile r,abadie,emile,r,,,mining engineer,,oakland california,,,
ama,1907,abbey alfred,abbey,alfred,,,,mine superintendent,,mercury california,,,
ama,1905,abbott clarence e,abbott,clarence,e,,,ce,univ of wisconsin,,,,
ama,1907,abbott clarence e,abbott,clarence,e,,,mining engineer,,bessemer alabama,,,
ama,1870,abbott james w,abbott,james,w,,,,yale university,phb sss,,,
ama,1907,abbott james w,abbott,james,w,,,mining engineer,,pioche nevada,,,
ama,1883,abecl george h,abecl,george,h,,,em,columbia university,,,,
ama,1907,abecl george h,abecl,george,h,,,mining engineer,,hurley wisconsin,,,
ama,1906,abel walter d,abel,walter,d,,,em,colorado school of mines,,,,
ama,1907,abel walter d,abel,walter,d,,,mining engineer,ladd metals co.,landore idaho,,,
ama,1899,adami charles j,adami,charles,j,,,em,colorado school of mines,,,,
ama,1907,adami charles j,adami,charles,j,,,mining engineer,,cable montana,,,
ama,1907,adams walter c,adams,walter,c,,,mining engineer,,vacas durango,,,
ama,1907,adams john c,adams,john,c,,,mining engineer,boston montana cons. copper silver mining co.,butte montana,,,
ama,1907,adams john c,adams,john,c,,,superintendent of mines,boston montana cons. copper silver mining co.,butte montana,,,
ama,1900,adams wilber e,adams,wilber,e,,,em,colorado school of mines,,,,
ama,1904,adams ralph e,adams,ralph,e,,,min,mit,,,,
ama,1904,adams ralph e,adams,ralph,e,,,mining engineer bs,mit,,,,
ama,1907,adams wilber e,adams,wilber,e,,,mining engineer,,lewiston idaho,,,
ama,1907,adams ralph e,adams,ralph,e,,,,,kellogg idaho,,,
ama,1907,adams w edward,adams,w,edward,,,mining engineer,,denver col,,,
ama,1907,adams william h,adams,william,h,,,mining engineer metallurgist,,portland oregon,,,
ama,1878,adams frank ix,adams,frank,ix,,,dr s,mcgill university,,,,
ama,1907,adams frank ix,adams,frank,ix,,,ms,mcgill university,montreal,,,
ama,1907,adams frank ix,adams,frank,ix,,,professor of geology,mcgill university,montreal,,,
ama,1878,adams william j,adams,william,j,,,em,columbia school of mines,,,,
ama,1907,adams william j,adams,william,j,,,mining engineer,,san francisco california,,,
ama,1907,adams thomas j,adams,thomas,j,,,mining engineer,,new york,,,
ama,1907,adams arthur k,adams,arthur,k,,,mining engineer,,spencer massachusetts,,,
ama,1904,adams clement l,adams,clement,l,,,bs,michigan college of mines,,,,
ama,1907,adams clement l,adams,clement,l,,,mining engineer,,freda michigan,,,
ama,1907,adams charles p,adams,charles,p,,,mine superintendent,,ixtlan del rio tepic,,,
ama,1907,adams lawrence p,adams,lawrence,p,,,mining engineer,,la luz guanajuato,,,
ama,1907,adams william s,adams,william,s,,,mine superintendent,,jerome arizona,,,
ama,1901,adams mason t,adams,mason,t,,,,britannia copper syndicate ltdem,,,,
ama,1901,adams mason t,adams,mason,t,,,,columbia school of mines,,,,
ama,1907,adams mason t,adams,mason,t,,,,,director,,,
ama,1907,adams mason t,adams,mason,t,,,mining engineer,britannia smelting co.,new york,,,
ama,1907,adams mason t,adams,mason,t,,,pres,britannia smelting co.,new york,,,
ama,1883,adams randolph,adams,randolph,,,,em,columbia school of mines,,,,
ama,1883,adams randolph,adams,randolph,,,,inst,columbia school of mines,,,,
ama,1902,adams huntington,adams,huntington,,,,ba,harvard university,,,,
ama,1907,adams henry,adams,henry,,,,mining engineer,consulting engineer rush creek placer mining co.,new london connecticut,,,
ama,1907,adams william,adams,william,,,,mining engineer,,chihuahua mexico,,,
ama,1907,adams huntington,adams,huntington,,,,mining engineer,,oaxaca mexico,,,
ama,1907,adams randolph,adams,randolph,,,,gen mgr,tennessee copper co.,copperhill tennessee,,,
ama,1907,adams randolph,adams,randolph,,,,mining engineer,tennessee copper co.,copperhill tennessee,,,
ama,1907,adamson w c,adamson,w,c,,,mining engineer,,winnemucca nevada,,,
ama,1907,adamson w m,adamson,w,m,,,mine superintendent,,douglas arizona,,,
ama,1899,addicks lawrence,addicks,lawrence,,,,bs,mit,,,,
ama,1907,addicks lawrence,addicks,lawrence,,,,,als refining co.,,,,
ama,1907,addicks lawrence,addicks,lawrence,,,,superintendent,,chrome new jersey,,,
ama,1907,addicks lawrence,addicks,lawrence,,,,united states met,,chrome new jersey,,,
ama,1907,addison g w,addison,g,w,,,mine superintendent,,fort jones cal,,,
ama,1907,addition a,addition,a,,,,mining engineer,,san francisco cal,,,
ama,1907,ade george w,ade,george,w,,,mining engineer,,quartz california,,,
ama,1907,adkinson henry m,adkinson,henry,m,,,mine superintendent,,bingham utah,,,
ama,1907,adler h g,adler,h,g,,,mine superintendent,,cobalt ontario,,,
ama,1899,affelder william l,affelder,william,l,,,mining engineer,state college,penn,,,
ama,1907,affelder william l,affelder,william,l,,,,,boswell pennsylvania,,,
ama,1907,affleck william,affleck,william,,,,mining engineer,,ellsworth pennsylvania,,,
ama,1904,agnew james c,agnew,james,c,,,em,columbia school of mines,hibbing,,,
ama,1907,agnew william c,agnew,william,c,,,gen mgr,mahoning ore steel co,duluth minnesota,,,
ama,1907,agnew james c,agnew,james,c,,,asst mgr,mahoning ore steel co.,hibbing minn,,,
ama,1907,aguilar migueli,aguilar,migueli,,,,mining egnineer,,pinos zacatecas,,,
ama,1907,aguilar angel,aguilar,angel,,,,mining engineer,,teziutlan puebla,,,
ama,1907,aguilar ponciano,aguilar,ponciano,,,,mining engineer,,guanajuato mexico,,,
ama,1889,aguilera eugene m,aguilera,eugene,m,,,inst,,ce rensselaer poly,,,
ama,1907,aguilera eugene m,aguilera,eugene,m,,,mining engineer,,santiago de cuba cuba,,,
ama,1907,aguilera pedro t,aguilera,pedro,t,,,mining engineer,,santiago de cuba cuba,,,
ama,1907,aguirre ramon g,aguirre,ramon,g,,,mine superintendent,,jiminez chihuahua,,,
ama,1907,aguirre ciro,aguirre,ciro,,,,mine superintendent,,santa eulalia chihuahua,,,
ama,1907,aguirre salvador,aguirre,salvador,,,,mining engineer,,guanajuato mexico,,,
ama,1907,aguirreynavarez jesus,aguirreynavarez,jesus,,,,mine owner,,chihuahua mexico,,,
ama,1907,ahbe frederic r,ahbe,frederic,r,,,mining engineer,,athens pennsylvania,,,
ama,1907,ahier philippe d,ahier,philippe,d,,,mining engines,,new denver bc,,,
ama,1907,ahles robert l,ahles,robert,l,,,pres,basic iron ore co,buttzville new jersey,,,
ama,1907,aide thomas,aide,thomas,,,,mining engineer,,hazel green wisconsin,,,
ama,1907,aiesthorpe c c,aiesthorpe,c,c,,,mill superintendent,,guanajuato mexico,,,
ama,1907,aiken p b,aiken,p,b,,,mine superintendent,,pinegrove california,,,
ama,1877,aikine osmer h,aikine,osmer,h,,,ce,univof michigan,,,,
ama,1907,aikine osmer h,aikine,osmer,h,,,mining engineer,,gunnison colorado,,,
ama,1907,airbeart j s,airbeart,j,s,,,mine superintendent,,oro grande new mexico,,,
ama,1907,akers charles d,akers,charles,d,,,mine superintendent,,downieville california,,,
ama,1907,akers wiley,akers,wiley,,,,mining engineer,,ocampo chihuahua,,,
ama,1907,alarcon filiberto,alarcon,filiberto,,,,mining engineer,,temascaltepec mexico,,,
ama,1907,alatorre rafael f,alatorre,rafael,f,,,mining engineer,,pachuca hidalgo,,,
ama,1907,alatorre pio r,alatorre,pio,r,,,mining engineer,,guanajuato mexico,,,
ama,1893,albee orton w,albee,orton,w,,,bs,mit,,,,
ama,1907,albee orton w,albee,orton,w,,,mining engineer,,cobalt ontario,,,
ama,1907,alber martin,alber,martin,,,,mill superintendent,,cyanide south dakota,,,
ama,1907,alcala maximino,alcala,maximino,,,,mining engineer,,mexico city df,,,
ama,1907,alcazar ramon,alcazar,ramon,,,,mining engineer,,mexico city df,,,
ama,1880,aldasoro andres,aldasoro,andres,,,,em,escuela nacional de ingenieros,,,,
ama,1907,aldasoro andres,aldasoro,andres,,,,mining engineer,,mexico city df,,,
ama,1884,alden herbert c,alden,herbert,c,,,em,columbia school of mines,kingsbridge,,,
ama,1907,alden herbert c,alden,herbert,c,,,mining engineer,,kingsbridge new york,,,
ama,1885,alderson victor c,alderson,victor,c,,,ba,harvard university,golden,,,
ama,1907,alderson victor c,alderson,victor,c,,,pres,colorado school of mines,golden colorado,,,
ama,1907,aldrich truman h jr,aldrich,truman,h,,,mining engineer,,ala birmingham,,,
ama,1869,aldrich truman h,aldrich,truman,h,,,me,rensselaer poly inst,,,,
ama,1901,aldrich charles h,aldrich,charles,h,,,bs,worcester poly,,,,
ama,1907,aldrich truman h,aldrich,truman,h,,,pres,montevallo coal mining co,birmingham alabama,,,
ama,1907,aldrich charles h,aldrich,charles,h,,,silver dept,raritan copper works,perth amboy new jersey,,,
ama,1907,aldrich charles h,aldrich,charles,h,,,superintendent,raritan copper works,perth amboy new jersey,,,
ama,1906,aldrich harold w,aldrich,harold,w,,,em,colorado schoolof mines,colorado,,,
ama,1907,aldrich harold w,aldrich,harold,w,,,mining engineer,,boulder colorado,,,
ama,1887,aldridge walter h,aldridge,walter,h,,,em,columbia school of mines,,,,
