source,year,name,lastname,firstname,middlename,nationality,edu,prof,org,loc,country,lon,lat
ama,1907,smith f fewson,smith,f,fewson,,,mining engineer,,salt lake city utah,,,
ama,1899,smith thomas g,smith,thomas,g,,,em,colorado school of mines,,,,
ama,1907,smith thomas g,smith,thomas,g,,,mining engineer,,denver colorado,,,
ama,1907,smith alexander h,smith,alexander,h,,,mgr,los reves gold mining co,oaxaca mexico,,,
ama,1907,smith percy h,smith,percy,h,,,mine superintendent,,pyriton alabama,,,
ama,1907,smith h h,smith,h,h,,,mine superintendent,,grandview arizona,,,
ama,1907,smith james j,smith,james,j,,,mine superintendent,,cave creek arizona,,,
ama,1907,smith willard j,smith,willard,j,,,mining engineer,,kearsarge michigan,,,
ama,1907,smith s k,smith,s,k,,,gen supt,utah fuel co,salt lake city utah,,,
ama,1907,smith s k,smith,s,k,,,of mines,utah fuel co,salt lake city utah,,,
ama,1906,smith alfred l,smith,alfred,l,,,em,michigan college of mines,,,,
ama,1907,smith alfred l,smith,alfred,l,,,mining engineer,,wakefield michigan,,,
ama,1907,smith richard l,smith,richard,l,,,mining engineer,,pittsburgh pennsylvania,,,
ama,1889,smith frank m,smith,frank,m,,,em,columbia school of mines,,,,
ama,1905,smith e m,smith,e,m,,,em,colorado school of mines,,,,
ama,1907,smith frank m,smith,frank,m,,,em,montana soc of engineers,,,,
ama,1907,smith e m,smith,e,m,,,mining engineer,,montrose colorado,,,
ama,1907,smith frank m,smith,frank,m,,,mgr,american smelting refining co.,east helena montana,,,
ama,1907,smith frank m,smith,frank,m,,,mining engineer,american smelting refining co.,east helena montana,,,
ama,1907,smith george o,smith,george,o,,,dc mining geologist,,us geological survey washington,,,
ama,1907,smith e o,smith,e,o,,,mill superintendent,,victor colorado,,,
ama,1898,smith henry p,smith,henry,p,,,me,cornell university,,,,
ama,1907,smith william p,smith,william,p,,,smelter supt,quincy mining co,hancock michigan,,,
ama,1907,smith henry p,smith,henry,p,,,mining engineer,,guanajuato mexico,,,
ama,1900,smith e percy,smith,e,percy,,,me,cornell university,,,,
ama,1901,smith e percy,smith,e,percy,,,em,columbia school of mines,,,,
ama,1907,smith e percy,smith,e,percy,,,supt,american smelters securitiesco,jiminez chihuahua,,,
ama,1907,smith harradon s,smith,harradon,s,,,mining engineer,,wilkes barre pennsylvania,,,
ama,1900,smith dwight t,smith,dwight,t,,,bs,univ of california,,,,
ama,1904,smith webster t,smith,webster,t,,,em,columbia school of mines,,,,
ama,1907,smith dwight t,smith,dwight,t,,,mining engineer,,virginia city nevada,,,
ama,1907,smith webster t,smith,webster,t,,,mining engineer,,bennington vermont,,,
ama,1907,smith frederick t,smith,frederick,t,,,mgr,new emmet minesco,leadville colorado,,,
ama,1887,smith albert w,smith,albert,w,,,bs,case school,,,,
ama,1891,smith albert w,smith,albert,w,,,phd,ame c soc sci,switzerland,,,
ama,1891,smith albert w,smith,albert,w,,,phd,univof zurich,switzerland,,,
ama,1903,smith franklin w,smith,franklin,w,,,em,univ of minnesota,,,,
ama,1907,smith albert w,smith,albert,w,,,professor of metallurgy,case school of applied science,cleveland ohio,,,
ama,1907,smith franklin w,smith,franklin,w,,,consulting engineer,,bisbee arizona,,,
ama,1907,smith j w,smith,j,w,,,mine superintendent,,yerington nevada,,,
ama,1907,smith albert w,smith,albert,w,,,,,london,,,
ama,1886,smith lenox,smith,lenox,,,,em,columbia school of mines,,,,
ama,1895,smith thorn,smith,thorn,,,,chemist bs,michigan agr college,,,,
ama,1907,smith albert,smith,albert,,,,mine superintendent,,temagami ontario,,,
ama,1907,smith dryden,smith,dryden,,,,mine superintendent,,wabigoon ontario,,,
ama,1907,smith webb,smith,webb,,,,mine superintendent,,jackson california,,,
ama,1907,smith sydney,smith,sydney,,,,mine superintendent,,ono california,,,
ama,1907,smith jerome,smith,jerome,,,,mine superintendent,,georgetown colorado,,,
ama,1907,smith louis,smith,louis,,,,mine superintendent,,hump idaho,,,
ama,1907,smith frederick,smith,frederick,,,,mining engineer,,kearsarge michigan,,,
ama,1907,smith lenox,smith,lenox,,,,mining engineer,,new york,,,
ama,1907,smith thorn,smith,thorn,,,,,,isabella tennessee,,,
ama,1907,smitherman s j,smitherman,s,j,,,mine superintendent,,troy north carolina,,,
ama,1882,smock john c,smock,john,c,,,consulting mining geologist phd,lafayette college,trenton,,,
ama,1907,smock john c,smock,john,c,,,,,trenton new jersey,,,
ama,1907,smolt frank,smolt,frank,,,,manager,americanmexico mining development co,velardena durango,,,
ama,1907,smoot albert m,smoot,albert,m,,,chemist,,new york,,,
ama,1907,smoot f o,smoot,f,o,,,mine superintendent,,velardena durango,,,
ama,1907,smurthwaite charles m,smurthwaite,charles,m,,,mine superintendent,,arizona cave creek,,,
ama,1888,smyth charles h,smyth,charles,h,,,phd,columbia school of mines,,,,
ama,1907,smyth charles h,smyth,charles,h,,,professor of geology mineralogy,hamilton college,clinton new york,,,
ama,1883,smyth henry l,smyth,henry,l,,,ba,harvard college,,,,
ama,1907,smyth henry l,smyth,henry,l,,,mining engineer,harvard university,cambridge massachusetts,,,
ama,1907,smyth henry l,smyth,henry,l,,,professor of mining metallurgy,harvard university,cambridge massachusetts,,,
ama,1877,smyth roland m,smyth,roland,m,,,ce,columbia school of mines,,,,
ama,1907,smyth roland m,smyth,roland,m,,,em,,new york,,,
ama,1907,smyth roland m,smyth,roland,m,,,mining engineer,,new york,,,
ama,1907,snedaker james a,snedaker,james,a,,,mining engineer,,denver colorado,,,
ama,1907,sneddon thomas,sneddon,thomas,,,,colliery superintendent,,diamondville wyoming,,,
ama,1899,snell henry v,snell,henry,v,,,em,michigan college of mines,,,,
ama,1907,snell henry v,snell,henry,v,,,mining engineer,,globe arizona,,,
ama,1897,snow arthur e,snow,arthur,e,,,em,michigan college of mines,,,,
ama,1907,snow arthur e,snow,arthur,e,,,mining engineer,,salt lake city utah,,,
ama,1907,snow george m,snow,george,m,,,mine superintendent,,knox idaho,,,
ama,1907,snow f w,snow,f,w,,,metallurgist,,great falls montana,,,
ama,1879,snydam john r,snydam,john,r,,,em,univ of california,,,,
ama,1907,snydam john r,snydam,john,r,,,mining engineer,,new york,,,
ama,1907,snyder blanchard m,snyder,blanchard,m,,,assistant smelter superintendent,british columbia copper co.,greenwood bc,,,
ama,1907,snyder blanchard m,snyder,blanchard,m,,,tech,western assn tech chem metallurgists,,,,
ama,1907,snyder blanchard m,snyder,blanchard,m,,,mets,,chems,,,
ama,1891,snyder frederick t,snyder,frederick,t,,,bs,mit,,,,
ama,1891,snyder frederick t,snyder,frederick,t,,,eng,mit,,,,
ama,1907,snyder frederick t,snyder,frederick,t,,,metallurgical engineer,canada zinc co.,chicago,,,
ama,1907,snyder frederick t,snyder,frederick,t,,,pres,canada zinc co.,chicago,,,
ama,1907,snyder grant,snyder,grant,,,,mining engineer,,salt lake city utah,,,
ama,1907,soderling charles f,soderling,charles,f,,,mine superintendent,,cornucopia oregon,,,
ama,1907,soele francisco,soele,francisco,,,,mine superintendent,,charcas san luis potosi,,,
ama,1899,soest walter e,soest,walter,e,,,bs,missouri school of mines,,,,
ama,1907,soest walter e,soest,walter,e,,,mining engineer,,parral chihuahua,,,
ama,1907,solis jose m,solis,jose,m,,,mine superintendent,,pozos guanajuato,,,
ama,1907,solomon thomas,solomon,thomas,,,,mining engineer,,pachuca mexico,,,
ama,1907,somers lawrence d,somers,lawrence,d,,,mining engineer,,boston,,,
ama,1907,sonne o h,sonne,o,h,,,mine superintendent,,yerington nevada,,,
ama,1890,sonneman george a,sonneman,george,a,,,bs,mit,,,,
ama,1907,sonneman george a,sonneman,george,a,,,mining engineer,,spokane washington,,,
ama,1907,sorenson a l,sorenson,a,l,,,mine superintendent,,rossland bc canada,,,
ama,1907,sorenson s s,sorenson,s,s,,,mining engineer,,murray utah,,,
ama,1891,souder harrison cornwall,souder,harrison,cornwall,,,ce,asce,,,,
ama,1891,souder harrison cornwall,souder,harrison,cornwall,,,ce,university of pennsylvania,,,,
ama,1907,souder harrison cornwall,souder,harrison,cornwall,,,civil mining engineer,cornwall ore bank co.,pennsylvania,,,
ama,1907,souder harrison cornwall,souder,harrison,cornwall,,,gen,cornwall ore bank co.,pennsylvania,,,
ama,1907,sowers edward b,sowers,edward,b,,,mine superintendent,,chacala durango,,,
ama,1905,spalding william l,spalding,william,l,,,bs,mit,,,,
ama,1907,spalding william l,spalding,william,l,,,electrolytic copper refinery,buffalo smelting works,buffalo new york,,,
ama,1907,spalding william l,spalding,william,l,,,superintendent,buffalo smelting works,buffalo new york,,,
ama,1907,spalding ely p,spalding,ely,p,,,pres,eclipse mining co.,,,,
ama,1907,spalding ely p,spalding,ely,p,,,,mining co,,,,
ama,1907,spalding ely p,spalding,ely,p,,,,victor con,,,,
ama,1907,spalding ely p,spalding,ely,p,,,consulting engineer,monarchmining co.,wallace idhao,,,
ama,1907,spalding ely p,spalding,ely,p,,,gen mgr,monarchmining co.,wallace idhao,,,
ama,1908,spalding ely p,spalding,ely,p,,,gen mgr,sacajawea mining co,wallace,,,
ama,1905,spangler howard,spangler,howard,,,,em,colorado school of mines,,,,
ama,1907,spangler howard,spangler,howard,,,,chief engineer,portland gold mining co.,victor colorado,,,
ama,1907,spangler howard,spangler,howard,,,,mining engineer,portland gold mining co.,victor colorado,,,
ama,1907,spare frank j,spare,frank,j,,,mine superintendent,,searchlight nevada,,,
ama,1907,spargo j a,spargo,j,a,,,mining engineer,,lead south dakota,,,
ama,1907,spargo john d,spargo,john,d,,,superintendent,gold road mining exploration co,acme arizona,,,
ama,1907,sparks vernon v,sparks,vernon,v,,,mining engineer,,atlanta idaho,,,
ama,1907,sparrow e f,sparrow,e,f,,,mine superintendent,,naco arizona,,,
ama,1895,spaulding morril b,spaulding,morril,b,,,em,columbia school of mines,,,,
ama,1907,spaulding c b,spaulding,c,b,,,mine superintendent,,safford arizona,,,
ama,1907,spaulding morril b,spaulding,morril,b,,,mining engineer,,pachuca hidalgo,,,
ama,1907,spaulding charles f,spaulding,charles,f,,,mine superintendent,,forney idaho,,,
ama,1894,speller frank n,speller,frank,n,,,oanadianm inst,universitv of toronto,b sc,,,
ama,1907,speller frank n,speller,frank,n,,,metallurgical engineer,,pittsburgh pennsylvania,,,
ama,1907,spence c m,spence,c,m,,,mine superintendent,,wells nevada,,,
ama,1907,spence george,spence,george,,,,mining engineer,,mexico city df,,,
ama,1892,spencer arthur c,spencer,arthur,c,,,dc geologist bs,us geological survev,,,,
ama,1896,spencer arthur c,spencer,arthur,c,,,phd,us geological survev,,,,
ama,1907,spencer arthur c,spencer,arthur,c,,,,us geological survev,washington,,,
ama,1904,spencer walteri,spencer,walteri,,,,em,colorado school of mines,,,,
ama,1907,spencer walteri,spencer,walteri,,,,mining engineer,,portland oregon,,,
ama,1883,sperr frederick w,sperr,frederick,w,,,em,,ohio,,,
ama,1907,sperr frederick w,sperr,frederick,w,,,mining engineer,michigan college of mines,houghton michigan,,,
ama,1907,sperr frederick w,sperr,frederick,w,,,professor ofmining civil engineering,michigan college of mines,houghton michigan,,,
ama,1907,sperry edwin a,sperry,edwin,a,,,mining engineer,,denver colorado,,,
ama,1907,sperry edwin s,sperry,edwin,s,,,metallurgical engineer,,bridgeport conn,,,
ama,1905,spilsbury percifor g,spilsbury,percifor,g,,,em,lehigh university,,,,
ama,1907,spilsbury edward g,spilsbury,edward,g,,,consulting engineer,,new york,,,
ama,1907,spilsbury percifor g,spilsbury,percifor,g,,,mining engineer,,cananea sonora,,,
ama,1907,spinks charles a,spinks,charles,a,,,supt,american magnesite co,berkeley california,,,
ama,1907,spofford s l,spofford,s,l,,,mine superintendent,,capleton quebec,,,
ama,1907,spotswood dandridge,spotswood,dandridge,,,,consulting engineer,hampden sidney college cornell university,new york,,,
ama,1887,sprauge timothy w,sprauge,timothy,w,,,bs,mit,boston mas,,,
ama,1907,sprauge timothy w,sprauge,timothy,w,,,mining engineer,,boston,,,
ama,1902,sproat amasa d,sproat,amasa,d,,,em,ohio state university,,,,
ama,1907,sproat amasa d,sproat,amasa,d,,,superintendent,fresnillomining co.,fresnillo zacatecas,,,
ama,1894,spurr josiah e,spurr,josiah,e,,,,harvard university,,,,
ama,1907,spurr josiah e,spurr,josiah,e,,,mining geologist ba,,new york,,,
ama,1907,squire joseph,squire,joseph,,,,consulting engineer geologist,,helena alabama,,,
ama,1907,squires george b,squires,george,b,,,metallurgical engineer,american smelting relining co,el paso texas,,,
ama,1907,squires george b,squires,george,b,,,supt,american smelting relining co,el paso texas,,,
ama,1890,st john thomas m,st john,thomas,m,,,e met,columbia school of mines,,,,
ama,1907,st john thomas m,st john,thomas,m,,,consulting engineer,,st new york,,,
ama,1907,stacey wm,stacey,wm,,,,mine superintendent,,galena illinois,,,
ama,1895,stackpole morrill d,stackpole,morrill,d,,,em,college of montana,,,,
ama,1907,stackpole morrill d,stackpole,morrill,d,,,manager,zapatillamilling co.,san luis potosi mexico,,,
ama,1907,staddler louis a,staddler,louis,a,,,mining engineer,,butte montana,,,
ama,1907,stadelmann g,stadelmann,g,,,,mining eng neer,,city df,,,
ama,1899,stahlknecht emilio h,stahlknecht,emilio,h,,,graduate,royal school of mines,freiberg germany,,,
ama,1907,stahlknecht emilio h,stahlknecht,emilio,h,,,mining engineer,,durango mexico,,,
ama,1905,stakel charles j,stakel,charles,j,,,em,michigan college of mines,,,,
ama,1907,stakel charles j,stakel,charles,j,,,mining engineer,,ishpeming michigan,,,
ama,1907,stalmann otto,stalmann,otto,,,,mining engineer,,salt lake city utah,,,
ama,1903,standish william c,standish,william,c,,,em,michigan college of mines,,,,
ama,1907,standish william c,standish,william,c,,,mining engineer,,detroit michigan,,,
ama,1907,stanford r b,stanford,r,b,,,mine superintendent,,columbia california,,,
ama,1907,stanlake james,stanlake,james,,,,mine superintendent,,ironwood michigan,,,
ama,1901,stanley robert c,stanley,robert,c,,,em,columbia school of mines,new brighton,,,
ama,1907,stanley robert c,stanley,robert,c,,,assistant general superintendent,orford copper co.,new brighton new york,,,
ama,1895,stannard burt c,stannard,burt,c,,,chemist ee,colorado school of mines,everett,,,
ama,1907,stannard burt c,stannard,burt,c,,,,,everett washington,,,
ama,1891,stansfield alfred,stansfield,alfred,,,,first class with honors,canadian m inst,met div london,,,
ama,1891,stansfield alfred,stansfield,alfred,,,,m am inslme aecs,canadian m inst,met div london,,,
ama,1898,stansfield alfred,stansfield,alfred,,,,dsc,arsm,,,,
ama,1898,stansfield alfred,stansfield,alfred,,,,dsc,london universitv,,,,
ama,1907,stansfield alfred,stansfield,alfred,,,,professor of metallurgy,mcgill universitv,montreal,,,
ama,1907,stansfield alfred,stansfield,alfred,,,,professor of metallurgy,mcgill university,montreal,,,
ama,1871,stanton robert b,stanton,robert,b,,,,miami university,,,,
ama,1907,stanton robert b,stanton,robert,b,,,ba,,new york,,,
ama,1907,stanton robert b,stanton,robert,b,,,mining engineer,,new york,,,
ama,1882,stanton william f,stanton,william,f,,,em,columbia school of mines,,,,
ama,1907,stanton william f,stanton,william,f,,,,tombstone cons. mines co,,,,
ama,1907,stanton william f,stanton,william,f,,,gen mgr,congress cons. mines co,tombstone arizona,,,
ama,1907,stanton william f,stanton,william,f,,,mining engineer,congress cons. mines co,tombstone arizona,,,
ama,1908,stanton william f,stanton,william,f,,,,imperial copper co.,tombstone arizona,,,
ama,1887,stanton frank mcm,stanton,frank,mcm,,,em,columbia school of mines,,,,
ama,1907,stanton frank mcm,stanton,frank,mcm,,,agent,atlantic mining co,altantic mine michigan,,,
ama,1907,stanton john r,stanton,john,r,,,mine owner,,new york,,,
ama,1907,staples e t,staples,e,t,,,mine superintendent,,ashland oregon,,,
ama,1907,staples george,staples,george,,,,mine superintendent,,lake city colorado,,,
ama,1904,staral frank t,staral,frank,t,,,em,columbia school of mines,,,,
ama,1907,staral frank t,staral,frank,t,,,mining engineer,,cleveland,,,
ama,1907,staral frank t,staral,frank,t,,,ohio,,cleveland,,,
ama,1897,starbird harold b,starbird,harold,b,,,em,colorado school of mines,,,,
ama,1907,starbird harold b,starbird,harold,b,,,mining engineer,,demiug new mexico,,,
ama,1901,starbird edwin p,starbird,edwin,p,,,em,colorado school of mines,,,,
ama,1907,starbird edwin p,starbird,edwin,p,,,mining engineer,,los angeles california,,,
ama,1907,starbird thomas,starbird,thomas,,,,mine superintendent,,wilmer bc,,,
ama,1885,starek emil,starek,emil,,,,em,columbia school of mines,,,,
ama,1890,starek emil,starek,emil,,,,ll m llb,georgetown university,,,,
ama,1907,starek emil,starek,emil,,,,patent expert,,st louis missouri,,,
ama,1907,starkweather herbert,starkweather,herbert,,,,mining engineer,,cripple creek colorado,,,
ama,1902,starr charles c,starr,charles,c,,,em,columbia school of mines,nillside,,,
ama,1907,starr charles c,starr,charles,c,,,mining engineer,,nillside arizona,,,
ama,1907,starr george w,starr,george,w,,,,am instme,,,,
ama,1907,starr george w,starr,george,w,,,managing director,empire mines investment co.,grass valley california,,,
ama,1907,starr george w,starr,george,w,,,mining engineer,empire mines investment co.,grass valley california,,,
ama,1907,starr james,starr,james,,,,mining engineer,,philadelphia,,,
ama,1881,stearns thomas b,stearns,thomas,b,,,em,columbia school of mines,,,,
ama,1907,stearns thomas b,stearns,thomas,b,,,mining engineer,,denver colorado,,,
ama,1901,stebbens elwyn w,stebbens,elwyn,w,,,bs,university of california,,,,
ama,1907,stebbens elwyn w,stebbens,elwyn,w,,,mining engineer,,san francisco california,,,
ama,1907,stedman louie w,stedman,louie,w,,,mining engineer,paragon mining mfg co.,murray idaho,,,
ama,1907,stedman louie w,stedman,louie,w,,,mgr,chicago londonmining co.,murray idaho,,,
ama,1907,stedman louie w,stedman,louie,w,,,mining engineer,chicago londonmining co.,murray idaho,,,
ama,1907,steece h e,steece,h,e,,,mine superintendent,,gould montana,,,
ama,1899,steel alvin a,steel,alvin,a,,,bs c e 1899,university of nebraska,fayetteville arkansas,,,
ama,1900,steel alvin a,steel,alvin,a,,,em,columbia school of mines,,,,
ama,1907,steel alvin a,steel,alvin,a,,,mining engineer,university of nebraska,fayetteville arkansas,,,
ama,1903,steele thomas e,steele,thomas,e,,,bs,universityof arizona,,,,
ama,1907,steele thomas e,steele,thomas,e,,,assayer,,cananea sonora,,,
ama,1907,steele j e,steele,j,e,,,mine superintendent,,santa lucia sinaloa,,,
ama,1907,steele f e,steele,f,e,,,mine superintendent,,deadwood south dakota,,,
ama,1896,steele wade h,steele,wade,h,,,chemist bs,college of montana,,,,
ama,1900,steele james h,steele,james,h,,,em,colorado school of mines,,,,
ama,1907,steele james h,steele,james,h,,,mining engineer,,denver colorado,,,
ama,1907,steele wade h,steele,wade,h,,,,,butte montana,,,
ama,1907,steele heath,steele,heath,,,,mining engineer,,knoxville tennessee,,,
ama,1907,steifer p b,steifer,p,b,,,mine superintendent,,coutolene california,,,
ama,1890,steiger george,steiger,george,,,,ms,,,,,
ama,1892,steiger george,steiger,george,,,,bs,columbia university,,,,
ama,1907,steiger george,steiger,george,,,,chemist,us geological survey,washington dc,,,
ama,1907,steiger george,steiger,george,,,,survey,us geological survey,washington dc,,,
ama,1907,stein walter m,stein,walter,m,,,president,primos chemical co.,primos pennsvlvania,,,
ama,1893,stephens wallace a,stephens,wallace,a,,,em,colorado school of mines,,,,
ama,1907,stephens wallace a,stephens,wallace,a,,,mining engineer,,denver colorado,,,
ama,1900,stephens arthur h,stephens,arthur,h,,,bs,assoc m am inst ee,,,,
ama,1900,stephens arthur h,stephens,arthur,h,,,bs,stanford university,,,,
ama,1907,stephens arthur h,stephens,arthur,h,,,,indian queen mining smelting co.,,,,
ama,1907,stephens arthur h,stephens,arthur,h,,,electrical engineer,treas,butte montana,,,
ama,1907,stephens john h,stephens,john,h,,,mine superintendent,,joplin missouri,,,
ama,1898,stephens charles n,stephens,charles,n,,,em,colorado school of mines,,,,
ama,1907,stephens charles n,stephens,charles,n,,,mining engineer,,oskosh wisconsin,,,
ama,1905,stephenson tiffanv e,stephenson,tiffanv,e,,,em,colorado school of mines,,,,
ama,1907,stephenson tiffanv e,stephenson,tiffanv,e,,,mining engineer,,butte montana,,,
ama,1907,stephenson george l,stephenson,george,l,,,mine superintendent,,leadville colorado,,,
ama,1907,stephenson henry m,stephenson,henry,m,,,mine superintendent,,ainsworth bc,,,
ama,1907,sterling robert r,sterling,robert,r,,,mining engineer,,fairfax washington,,,
ama,1890,sterling robert,sterling,robert,,,,ba,kenyon college,,,,
ama,1907,sterling robert,sterling,robert,,,,mining engineer,bunker hill sullivanmining concentrating co.,kellogg idaho,,,
ama,1907,sterling guy,sterling,guy,,,,mining engineer,c e 1887,salt lake city utah,,,
ama,1907,sterling guy,sterling,guy,,,,,cornell university,,,,
ama,1907,stern henry,stern,henry,,,,mining engineer,,new york,,,
ama,1907,steuart george r,steuart,george,r,,,mine superintendent,,alice colorado,,,
ama,1904,steubing william c,steubing,william,c,,,em,michigan college of mines,,,,
ama,1907,steubing william c,steubing,william,c,,,mining engineer,,louisville ky,,,
ama,1907,stevens william a,stevens,william,a,,,mining engineer,,goldfield nevada,,,
ama,1907,stevens charles e,stevens,charles,e,,,mine superintendent,,clifton arizona,,,
ama,1907,stevens a f,stevens,a,f,,,,,idaho,,,
ama,1907,stevens a f,stevens,a,f,,,gen mgr,richgulch mining co,ben lomond california,,,
ama,1907,stevens a f,stevens,a,f,,,mining engineer,richgulch mining co,ben lomond california,,,
ama,1900,stevens frank g,stevens,frank,g,,,bs,queen s university,,,,
ama,1907,stevens frank g,stevens,frank,g,,,mining engineer,,etzatlan jalisco,,,
ama,1907,stevens horace j,stevens,horace,j,,,publisher owner,the copper handbook annually,houghton michigan,,,
ama,1907,stevens horace j,stevens,horace,j,,,editor,,houghton michigan,,,
ama,1907,stevens horace j,stevens,horace,j,,,lake sup m inst,,houghton michigan,,,
ama,1907,stevens horace j,stevens,horace,j,,,mining engineer statistician,,houghton michigan,,,
ama,1907,stevens horace j,stevens,horace,j,,,,,houghton michigan,,,
ama,1907,stevens h m,stevens,h,m,,,mining engineer,,silver city idaho,,,
ama,1907,stevens isaac n,stevens,isaac,n,,,mine superintendent,,clifton arizona,,,
ama,1907,stevens henry w,stevens,henry,w,,,mining engineer,,prescott arizona,,,
ama,1907,stevens arthur w,stevens,arthur,w,,,mining engineer,,chicago,,,
ama,1896,stevens blamey,stevens,blamey,,,,sc,manchester england univ,,,,
ama,1897,stevens blamey,stevens,blamey,,,,research scholar,birmingham university,,,,
ama,1900,stevens w,stevens,w,,,,bs min met,mit,leonard,,,
ama,1907,stevens w,stevens,w,,,,smelter superintendent,tenneeseecopper co.,copperhill tenn,,,
ama,1907,stevens blamey,stevens,blamey,,,,mgr,reynolds alaskadevelopment co.,ellamar alaska,,,
ama,1907,stevens blamey,stevens,blamey,,,,mining engineer,reynolds alaskadevelopment co.,ellamar alaska,,,
ama,1907,stevenson r b,stevenson,r,b,,,metallurgist,,omaha nebraska,,,
ama,1905,stevenson leon c,stevenson,leon,c,,,em,montana state school of mines,sumpter,,,
ama,1907,stevenson leon c,stevenson,leon,c,,,mining engineer,,sumpter oregon,,,
ama,1907,stevenson j e,stevenson,j,e,,,mine superintendent,,lake valley new mexico,,,
ama,1904,stewart jesse a,stewart,jesse,a,,,em,michigan college of mines,,,,
ama,1907,stewart jesse a,stewart,jesse,a,,,mining engineer,de lamar co.,de lamar idaho,,,
ama,1907,stewart john a,stewart,john,a,,,mining engineer,,mazama washington,,,
ama,1901,stewart john b,stewart,john,b,,,em,columbia school of mines,,,,
ama,1907,stewart w b,stewart,w,b,,,,continental gold mining co,,,,
ama,1907,stewart w b,stewart,w,b,,,,oregon,nugget oregon,,,
ama,1907,stewart john b,stewart,john,b,,,metallurgical cyanide engineer,,el oro e de mexico,,,
ama,1907,stewart w b,stewart,w,b,,,mine superintendent,,idaho springs colorado,,,
ama,1907,stewart j c,stewart,j,c,,,mine superintendent,,webb city missouri,,,
ama,1907,stewart james d,stewart,james,d,,,mine superintendent,,gold run california,,,
ama,1907,stewart l g,stewart,l,g,,,mine superintendent,,globe arizona,,,
ama,1907,stewart robert h,stewart,robert,h,,,bs,mcgill university,rossland british columbia,,,
ama,1907,stewart robert h,stewart,robert,h,,,mining engineer,mcgill university,rossland british columbia,,,
ama,1897,stewart arthur j,stewart,arthur,j,,,em,missouri school of mines,,,,
ama,1907,stewart arthur j,stewart,arthur,j,,,mining engineer,,tecalitlan jalisco,,,
ama,1896,stewart harry mcm,stewart,harry,mcm,,,em,penn state college,,,,
ama,1907,stewart harry mcm,stewart,harry,mcm,,,mining engineer,,braddock pa,,,
ama,1907,stewart john p,stewart,john,p,,,mine superintendent,,butte montana,,,
ama,1902,stewart howard r,stewart,howard,r,,,em,columbia school of mines,,,,
ama,1907,stewart howard r,stewart,howard,r,,,mining engineer,,louisville kentucky,,,
ama,1907,stewart h s,stewart,h,s,,,mine superintendent,,duquesne arizona,,,
ama,1907,stewart w t,stewart,w,t,,,mine superintendent,,magdalena sonora,,,
ama,1907,stewart james t,stewart,james,t,,,mine superintendent,,cripple creek colorado,,,
ama,1907,stewart james,stewart,james,,,,colliery superintendent,,raton new mexico,,,
ama,1879,stiles thomas w,stiles,thomas,w,,,ba,yale university,,,,
ama,1907,stiles thomas w,stiles,thomas,w,,,mining engineer,university club,new york,,,
ama,1907,stimson george,stimson,george,,,,mine superintendent,,naica chihuahua,,,
ama,1905,stines norman c,stines,norman,c,,,bs,university of california,berkeley,,,
ama,1907,stines norman c,stines,norman,c,,,mining engineer,,berkeley california,,,
ama,1907,stirling james,stirling,james,,,,mining engineer,,hollywood california,,,
ama,1907,stockdale arthur h,stockdale,arthur,h,,,mining engineer,,cayuca de catalan guerrero,,,
ama,1907,stockett thomas r,stockett,thomas,r,,,colliery manager,,nanaimo british columbia,,,
ama,1907,stockett lewis,stockett,lewis,,,,,canadian m inst,,,,
ama,1907,stockett lewis,stockett,lewis,,,,gen mgr,the pacific coal co.,bankhead alberta,,,
ama,1907,stockett lewis,stockett,lewis,,,,mining engineer,the pacific coal co.,bankhead alberta,,,
ama,1895,stockton robert s,stockton,robert,s,,,em,colorado schoolof mines,colorado,,,
ama,1907,stockton robert s,stockton,robert,s,,,mining engineer,,huntley montana,,,
ama,1906,stoeckley e f,stoeckley,e,f,,,em,colorado school of mines,,,,
ama,1907,stoeckley e f,stoeckley,e,f,,,mining engineer,,greenwater california,,,
ama,1907,stoffel alfred,stoffel,alfred,,,,mine superintendent,,angangueo michoacan,,,
ama,1884,stokes henry n,stokes,henry,n,,,chemist phd,johns hopkins university,,,,
ama,1907,stokes henry n,stokes,henry,n,,,,district of columbia,bureau of standards washington,,,
ama,1879,stone george c,stone,george,c,,,phb,columbia school of mines,,,,
ama,1907,stone george c,stone,george,c,,,mining engineer,,new york,,,
ama,1892,stone george f,stone,george,f,,,bs,university of california,,,,
ama,1907,stone george f,stone,george,f,,,mining engineer mine owner,,oakland california,,,
ama,1907,stone j g,stone,j,g,,,mine superintendent,,inde durango,,,
ama,1907,stone george h,stone,george,h,,,mining geologist,,colorado springs colorado,,,
ama,1907,stone r j,stone,r,j,,,mining engineer,,searchlight nevada,,,
ama,1907,stone f m,stone,f,m,,,mine superintendent,,juneau alaska,,,
ama,1907,stoneman frank e,stoneman,frank,e,,,mine manager,,fredericktown missouri,,,
ama,1907,stonestreet george d,stonestreet,george,d,,,mining engineer,,new york,,,
ama,1902,storm lynn w,storm,lynn,w,,,em,colorado schoolof mines,colorado,,,
ama,1907,storm lynn w,storm,lynn,w,,,mining engineer,,dawson new mexico,,,
ama,1907,storms william h,storms,william,h,,,mine superintendent,,san francisco california,,,
ama,1887,storrow samuel douglas bdg,storrow,samuel,douglas,,,ba,harvard university,,,,
ama,1890,storrow samuel douglas bdg,storrow,samuel,douglas,,,bs c. e,mit,,,,
